dataset_name,language,n_samples,gap_median,gap_mean,promote__forward_only_core__ratio__median,promote__forward_only_core__ratio__mean,promote__forward_selective__ratio__median,promote__forward_selective__ratio__mean,promote__shared_backbone__ratio__median,promote__shared_backbone__ratio__mean,promote__shared_core__ratio__median,promote__shared_core__ratio__mean,suppress__reverse_only_core__ratio__median,suppress__reverse_only_core__ratio__mean,suppress__reverse_selective__ratio__median,suppress__reverse_selective__ratio__mean,suppress__shared_backbone__ratio__median,suppress__shared_backbone__ratio__mean,suppress__shared_core__ratio__median,suppress__shared_core__ratio__mean
apps,python,102,7.125,7.631127450980392,0.41909090909090907,0.4096118093257662,0.6990566037735848,0.6930089690073548,1.0,0.9931463559146223,0.9639610389610389,0.9645991456819117,-0.2174242424242424,-0.2036093343586581,-0.5357345433919456,-0.5411773186288568,-1.0118347338935574,-1.0095413451193185,-0.9666574048346763,-0.9714798833393853
codecontests,cpp,402,7.25,7.582400497512438,0.4553429027113237,0.45485896518784863,0.7933771209633278,0.7990843731278641,0.9685019841269842,0.9722285300965392,0.9552238805970149,0.9578926489945214,-0.18624359479700434,-0.1940756286309296,-0.5818181818181818,-0.5903599191333636,-0.9814814814814815,-0.9844169427516907,-0.9636363636363636,-0.9714384293915915
codecontests,java,584,11.5,11.945740582191782,0.5048295718398811,0.4863475287553084,0.8508192712154561,0.85136942807077,0.9607319078947368,0.9713883056590072,0.9489795918367347,0.9516612655053163,-0.15217391304347827,-0.15901083264655877,-0.5304067935899193,-0.5428525492795707,-0.9327516492870824,-0.9472631757604357,-0.9250468164794008,-0.9210079277150361
humaneval,python,40,7.125,7.04375,0.3795285901353121,0.3802373656836725,0.7026546250684181,0.6887758280095684,1.0,0.9996473682716702,0.9665831244778613,0.9630363560716925,-0.18898809523809523,-0.19178892976719406,-0.572944297082228,-0.5764327206370016,-1.0169491525423728,-1.0208099874850003,-0.969421101774043,-0.9716387098450758
mbpp,python,61,6.625,7.198770491803279,0.38095238095238093,0.3777508519788524,0.7,0.6852139448563621,1.0,1.0021091391398886,0.9787234042553191,0.9738784896699506,-0.20754716981132076,-0.20097709679196615,-0.56,-0.586092272704808,-1.0166666666666666,-1.0245864595380716,-0.984375,-0.9826563603337557
