node,layer,forward_support,reverse_support,shared_support_min,union_support_max,support_delta_reverse_minus_forward,direction_balance,forward_score_norm_median,reverse_score_norm_median
L23H6,23,0.9990976414610523,1.0,0.9990976414610523,1.0,0.0009023585389477118,0.00045138292409180065,0.3517073238516788,0.09870411197703036
MLP27,27,0.9990976414610523,1.0,0.9990976414610523,1.0,0.0009023585389477118,0.00045138292409180065,0.5370370370370371,0.32085726004922066
L24H6,24,0.9866807180013671,1.0,0.9866807180013671,1.0,0.01331928199863286,0.006704289158266092,0.3872245894866093,0.12010997744052501
L21H1,21,0.9229880554977965,1.0,0.9229880554977965,1.0,0.0770119445022035,0.040048061807782635,0.38007637582634535,0.07393355209187859
MLP16,16,0.7191730936766972,1.0,0.7191730936766972,1.0,0.28082690632330276,0.16334998922226868,0.3565375302663438,0.3416735028712059
MLP17,17,0.68142754506689,1.0,0.68142754506689,1.0,0.31857245493311004,0.18946546692883914,0.3706690561529271,0.2538966365873667
L17H8,17,0.5357169301364478,0.5250620347394541,0.5250620347394541,0.5357169301364478,-0.010654895396993713,-0.010044406751825255,0.2161188851150812,0.08136792452830188
L21H12,21,0.9910117272737091,0.47493796526054594,0.47493796526054594,0.9910117272737091,-0.5160737620131632,-0.35204056772303194,0.5298728942871094,0.06725543478260869
MLP19,19,0.7313243810497828,0.47493796526054594,0.47493796526054594,0.7313243810497828,-0.2563864157892369,-0.21254614850033435,0.3368421052631579,0.09782608695652174
L20H5,20,0.3813120809736454,0.47493796526054594,0.3813120809736454,0.47493796526054594,0.09362588428690055,0.10934409253309764,0.22389324506123862,0.04551630434782609
L16H4,16,0.29994416056677836,0.47493796526054594,0.29994416056677836,0.47493796526054594,0.17499380469376757,0.2258328058695774,0.20072392632321612,0.05604619565217391
L16H8,16,0.2508196985887376,1.0,0.2508196985887376,1.0,0.7491803014112624,0.5989514733870437,0.19317708015441895,0.12057462571780148
L18H14,18,0.2441117262510185,0.5250620347394541,0.2441117262510185,0.5250620347394541,0.2809503084884356,0.3652624708968922,0.200173607578984,0.1391509433962264
L13H9,13,0.22041205079309675,0.47493796526054594,0.22041205079309675,0.47493796526054594,0.2545259144674492,0.3660399922214338,0.09342371562624538,0.04110054347826087
MLP18,18,0.21977064217034545,0.5250620347394541,0.21977064217034545,0.5250620347394541,0.30529139256910864,0.4098791608280633,0.3063502673796792,0.20754716981132076
MLP13,13,0.19300260535539335,0.47493796526054594,0.19300260535539335,0.47493796526054594,0.2819353599051526,0.4220964743093339,0.2845238095238095,0.09782608695652174
L17H12,17,0.19290434071923632,0.47493796526054594,0.19290434071923632,0.47493796526054594,0.28203362454130965,0.4223057180056031,0.2014460842074392,0.049932065217391304
MLP4,4,0.11875089932926748,0.5250620347394541,0.11875089932926748,0.5250620347394541,0.40631113541018665,0.6311012312884294,0.10416666666666667,0.07547169811320754
L9H3,9,0.10602634734743853,0.5250620347394541,0.10602634734743853,0.5250620347394541,0.4190356873920156,0.6639889107233158,0.12489506121913051,0.046875
MLP10,10,0.08889186395002482,0.5250620347394541,0.08889186395002482,0.5250620347394541,0.4361701707894293,0.7104282124772894,0.18181818181818182,0.07547169811320754
L11H1,11,0.08866077215208769,0.47493796526054594,0.08866077215208769,0.47493796526054594,0.38627719310845826,0.6853762570189169,0.10189733051118396,0.024286684782608696
L20H14,20,0.08231647866358731,0.5250620347394541,0.08231647866358731,0.5250620347394541,0.4427455560758668,0.7289450421866863,0.2420715997507284,0.10731132075471699
MLP0,0,0.07413880837601405,0.47493796526054594,0.07413880837601405,0.47493796526054594,0.4007991568845319,0.7299510307639151,0.08353679804673875,0.010869565217391304
L11H5,11,0.05710262918541176,0.5250620347394541,0.05710262918541176,0.5250620347394541,0.46795940555404236,0.8038265366350664,0.08793826219512195,0.07399764150943396
L15H5,15,0.047062547527009085,0.5250620347394541,0.047062547527009085,0.5250620347394541,0.477999487212445,0.8354814703448976,0.20866476405750622,0.11084905660377359
MLP11,11,0.5261628100291569,0.0,0.0,0.5261628100291569,-0.5261628100291569,-1.0,0.28545642083548217,nan
L12H6,12,0.3795238819697149,0.0,0.0,0.3795238819697149,-0.3795238819697149,-1.0,0.11715624809265136,nan
MLP21,21,0.3561417539077627,0.0,0.0,0.3561417539077627,-0.3561417539077627,-1.0,0.27172650168467527,nan
MLP12,12,0.2909487407895999,0.0,0.0,0.2909487407895999,-0.2909487407895999,-1.0,0.2927055702917772,nan
L2H14,2,0.2805469070650332,0.0,0.0,0.2805469070650332,-0.2805469070650332,-1.0,0.05892045652711546,nan
L17H2,17,0.2159105603352301,0.0,0.0,0.2159105603352301,-0.2159105603352301,-1.0,0.20052083333333334,nan
L13H6,13,0.1698945190390883,0.0,0.0,0.1698945190390883,-0.1698945190390883,-1.0,0.15142662628837253,nan
L13H3,13,0.14891389733874535,0.0,0.0,0.14891389733874535,-0.14891389733874535,-1.0,0.09599252713479077,nan
L10H2,10,0.13582424484442,0.0,0.0,0.13582424484442,-0.13582424484442,-1.0,0.10896443669328984,nan
MLP2,2,0.13570210032053956,0.0,0.0,0.13570210032053956,-0.13570210032053956,-1.0,0.09391534391534391,nan
MLP5,5,0.13245378927250703,0.0,0.0,0.13245378927250703,-0.13245378927250703,-1.0,0.09130607383882494,nan
MLP20,20,0.13036090282525847,0.0,0.0,0.13036090282525847,-0.13036090282525847,-1.0,0.24452255818715446,nan
L23H5,23,0.12876036546263098,0.0,0.0,0.12876036546263098,-0.12876036546263098,-1.0,0.16157670454545456,nan
MLP6,6,0.11638894689058593,0.0,0.0,0.11638894689058593,-0.11638894689058593,-1.0,0.08196721311475409,nan
MLP3,3,0.10580190227523915,0.0,0.0,0.10580190227523915,-0.10580190227523915,-1.0,0.08933057484852963,nan
L13H13,13,0.09094906843326958,0.0,0.0,0.09094906843326958,-0.09094906843326958,-1.0,0.09438164690707593,nan
MLP9,9,0.09039621747762126,0.0,0.0,0.09039621747762126,-0.09039621747762126,-1.0,0.21518987341772153,nan
L11H9,11,0.08820392649153719,0.0,0.0,0.08820392649153719,-0.08820392649153719,-1.0,0.1082536152430943,nan
