path_key,base_variant,direction,n_samples,rescue_ratio_median,top1_rate,boundary_flip_rate
no_tool_path,clean_full,no_tool,1223,0.7924528301886793,0.5167620605069502,0.473426001635323
query_tool_path,corrupt_full,tool,1223,0.8152866242038217,0.3221586263286999,0.312346688470973
schema_tool_path,clean_no_protocol,tool,1223,2.528340517241379,0.4627964022894522,0.5200327064595257
schema_tool_path,clean_no_schema,tool,1223,0.5909598214285714,0.7375306623058054,0.830744071954211
schema_tool_path,clean_schema_mismatch,tool,1223,1.0250699626865671,0.9239574816026165,0.9664758789860998
