sample_id,sample_rank,q_index,gap,orig_suff_ratio,orig_nec_ratio,refined_suff_ratio,refined_nec_ratio,k_local,n_refined_nodes,n_orig_nodes
apps_python_25,59,,9.125,1.0410958904109588,1.0684931506849316,1.1095890410958904,1.1232876712328768,2,12,16
codecontests_java_25,60,,8.375,1.2238805970149254,1.3880597014925373,1.0746268656716418,1.0895522388059702,0,10,16
codecontests_cpp_26,61,,6.875,0.9454545454545454,1.0,0.9636363636363636,1.018181818181818,0,10,16
codecontests_java_26,62,,13.25,0.9811320754716981,1.0,0.9905660377358491,1.009433962264151,0,10,16
humaneval_python_26,63,,5.625,1.0222222222222221,0.9777777777777777,1.0666666666666667,1.0444444444444445,1,11,16
codecontests_cpp_27,64,,6.875,0.9636363636363636,0.9818181818181818,0.9636363636363636,0.9272727272727272,0,10,16
codecontests_java_27,65,,11.125,0.898876404494382,0.8876404494382022,0.9101123595505618,0.8426966292134831,0,10,16
codecontests_cpp_28,66,,7.0,0.9464285714285714,0.9285714285714286,0.9285714285714286,0.8928571428571429,0,10,16
codecontests_java_28,67,,9.625,0.935064935064935,0.8571428571428571,0.922077922077922,0.8831168831168831,1,11,16
apps_python_29,68,,5.125,1.146341463414634,1.1951219512195121,1.024390243902439,1.1219512195121952,2,12,16
codecontests_cpp_29,69,,6.5,0.9615384615384616,0.9230769230769231,1.0,1.0,0,10,16
codecontests_java_29,70,,11.0,1.0,0.9659090909090909,0.9886363636363636,0.9431818181818182,1,11,16
apps_python_30,71,,7.0,0.9642857142857143,0.9821428571428571,0.9642857142857143,0.9821428571428571,0,10,16
codecontests_cpp_30,72,,6.375,0.9411764705882353,1.0196078431372548,0.9803921568627451,1.0588235294117647,0,10,16
codecontests_java_30,73,,10.25,1.0853658536585367,1.146341463414634,1.0121951219512195,0.975609756097561,0,10,16
codecontests_cpp_32,74,,7.875,0.9682539682539683,1.0476190476190477,0.9523809523809523,1.0158730158730158,0,10,16
codecontests_java_32,75,,13.875,0.972972972972973,0.9819819819819819,0.990990990990991,1.009009009009009,0,10,16
mbpp_python_32,76,,8.0,1.09375,1.109375,1.0625,1.046875,1,11,16
codecontests_cpp_33,77,,6.125,0.9795918367346939,0.9795918367346939,1.0204081632653061,1.0204081632653061,0,10,16
codecontests_java_33,78,,13.875,0.9369369369369369,0.8963963963963963,0.918918918918919,0.9234234234234234,0,10,16
humaneval_python_33,79,,14.375,1.0434782608695652,1.0521739130434782,1.0695652173913044,1.0782608695652174,1,11,16
apps_python_34,80,,7.125,1.0350877192982457,1.0701754385964912,1.0,1.0175438596491229,1,11,16
apps_python_35,81,,4.75,1.0526315789473684,1.0,1.0263157894736843,1.0,3,13,16
codecontests_cpp_35,82,,5.5,1.0454545454545454,1.0454545454545454,1.0227272727272727,1.0681818181818181,0,10,16
codecontests_java_35,83,,11.5,0.9565217391304348,0.9347826086956522,0.9347826086956522,0.9347826086956522,0,10,16
mbpp_python_35,84,,9.125,1.1232876712328768,1.2328767123287672,1.1506849315068493,1.2328767123287672,3,13,16
apps_python_36,85,,5.375,1.0,1.0465116279069768,1.069767441860465,0.9767441860465116,1,11,16
codecontests_java_36,86,,10.125,0.9876543209876543,0.9753086419753086,0.9629629629629629,1.0,0,10,16
mbpp_python_36,87,,6.375,0.9607843137254902,1.0,0.9215686274509803,0.9411764705882353,0,10,16
apps_python_37,88,,6.125,1.0408163265306123,1.0612244897959184,1.0408163265306123,1.0816326530612246,2,12,16
codecontests_java_37,89,,9.875,0.9873417721518988,0.9746835443037974,0.9746835443037974,0.9367088607594937,0,10,16
