group,group_label,n_samples,n_nodes,promote_suff_ratio_median,suppress_suff_ratio_median,promote_tool_top1_rate,suppress_no_tool_top1_rate,promote_nec_drop_median,suppress_nec_drop_median,promote_nec_top1_drop_mean,suppress_nec_top1_drop_mean
full_signed_circuit,full_signed_circuit,1722,24,0.9996854096456291,0.9979679017405432,0.9988385598141696,0.997096399535424,0.0,0.0,0.0,0.0
symmetric_backbone,Symmetric Backbone,1722,8,0.9941213922876249,0.9859110192746752,0.9732868757259001,0.9866434378629501,0.0006003359553091725,-0.0033107885970861672,0.007549361207897794,0.0029036004645760743
tool_bias_backbone,Tool-Bias Backbone,1722,4,0.9647403236977156,0.8648441249400096,0.7804878048780488,0.6596980255516841,0.0005779269873272264,-0.0011232672469375093,0.006387921022067364,0.0017421602787456446
no_tool_bias_backbone,No-Tool-Bias Backbone,1722,4,0.892266934714461,0.7993156015381798,0.5296167247386759,0.537746806039489,0.0002534638319793836,-0.001598183828630917,0.0029036004645760743,0.005807200929152149
tool_tail,Tool Tail,1722,4,0.690495705199659,0.4066726587913029,0.10685249709639953,0.0743321718931475,8.867588425104378e-05,-0.0015641533885214498,0.0011614401858304297,0.0017421602787456446
no_tool_tail,No-Tool Tail,1722,4,0.47851466877565624,0.3534664929801708,0.0156794425087108,0.07665505226480836,8.037551933015585e-06,-0.00019570469377511168,0.0005807200929152149,0.0
