node,mode,n_samples,route_delta_median,boundary_flip_rate,tool_top1_rate,no_tool_top1_rate,MLP16_route_projection_delta_median,MLP19_route_projection_delta_median,L20H5_tool_projection_delta_median,L21H1_tool_projection_delta_median,L21H12_tool_projection_delta_median,L24H6_tool_projection_delta_median,MLP27_tool_projection_delta_median,L16H4_no_tool_projection_delta_median,MLP17_no_tool_projection_delta_median,L23H6_no_tool_projection_delta_median
MLP11,inject_clean_route_into_corrupt,8,0.95562744140625,0.0,0.0,1.0,1.2167582511901855,1.4719619750976562,0.10734844207763672,1.9607906341552734,2.230276107788086,13.705650329589844,50.240882873535156,0.00650981068611145,-1.3447074890136719,-1.5215339660644531
MLP11,erase_route_from_clean,8,-0.30606889724731445,0.0,1.0,0.0,-1.686079978942871,-2.060230255126953,-0.05213737487792969,-5.164268493652344,-2.824207305908203,-1.6865692138671875,-34.738006591796875,0.10732334852218628,2.1698946952819824,2.4342117309570312
MLP16,inject_clean_route_into_corrupt,8,3.2125244140625,0.0,0.0,1.0,15.921320915222168,5.921360015869141,5.148383378982544,6.730310440063477,6.804044723510742,34.51585388183594,159.5649185180664,0.0,-5.777317047119141,-5.698524475097656
MLP16,erase_route_from_clean,8,-1.838836669921875,0.0,1.0,0.0,-15.919805526733398,-8.021636962890625,-7.261410713195801,-15.360107421875,-10.086723327636719,-10.120132446289062,-158.12017822265625,0.0,6.968366622924805,14.053272247314453
MLP19,inject_clean_route_into_corrupt,8,3.47998046875,0.0,0.0,1.0,0.0,52.34113693237305,4.820831775665283,9.2605619430542,5.324769973754883,38.45115661621094,165.3721580505371,0.0,0.0,-5.987896919250488
MLP19,erase_route_from_clean,8,-1.44781494140625,0.0,1.0,0.0,0.0,-52.3470573425293,-7.2965850830078125,-11.836698532104492,-7.784778594970703,-7.409576416015625,-142.65745544433594,0.0,0.0,11.527137756347656
