mode,step_label,n_samples,route_rescue_ratio_median,route_delta_median,boundary_flip_rate,tool_top1_rate,no_tool_top1_rate
promote_tool_route,MLP11,1722,0.2077926920994212,1.5675048828125,0.019744483159117306,0.0272938443670151,0.9587688734030198
erase_tool_route,MLP11,1722,0.061338284316080016,-0.5790481567382812,0.012195121951219513,0.9773519163763066,0.02148664343786295
promote_tool_route,MLP11+MLP16,1722,0.3491854533486918,2.76318359375,0.11614401858304298,0.11904761904761904,0.8193960511033682
erase_tool_route,MLP11+MLP16,1722,0.20488879349970102,-1.7210693359375,0.09639953542392567,0.8536585365853658,0.140534262485482
promote_tool_route,MLP11+MLP16+MLP19,1722,0.5599551816381425,4.1083984375,0.39605110336817656,0.36875725900116146,0.6027874564459931
erase_tool_route,MLP11+MLP16+MLP19,1722,0.3463900259727978,-2.84423828125,0.36585365853658536,0.5923344947735192,0.3989547038327526
