node,local_route_direction_definition,clean_score_median,corrupt_score_median,clean_positive_rate,corrupt_negative_rate,auc_clean_vs_corrupt,spearman_with_route_margin,inject_local_score_delta_median,erase_local_score_delta_median,inject_module_score_delta_median,erase_module_score_delta_median,inject_route_margin_delta_median,erase_route_margin_delta_median,patch_promote_route_margin_delta_median,patch_erase_route_margin_delta_median,inject_boundary_flip_rate,erase_boundary_flip_rate,strongest_downstream_node_under_inject,strongest_downstream_score_delta_under_inject
MLP11,d_n = unit(mu_clean - mu_corrupt); score = centered projection normalized so means map to +1/-1,1.0422041196696552,-1.0141244713222444,0.9006968641114983,0.8687572590011614,0.9668726503093802,0.770287096639396,1.9284706412357528,-1.9279500512301415,0.7781118019400528,-0.7707233135686452,1.293243408203125,-0.4927978515625,1.5675048828125,-0.5790481567382812,0.0,0.0005807200929152149,MLP16,0.2846344692401007
MLP16,d_n = unit(mu_clean - mu_corrupt); score = centered projection normalized so means map to +1/-1,0.9687692445077407,-0.9973296886434355,0.9494773519163763,0.9796747967479674,0.9960276992018302,0.851925018374503,1.8890671552862888,-1.8890105452654016,0.6875938324968591,-0.7055160550181641,2.480255126953125,-1.43011474609375,2.56396484375,-1.532470703125,0.022067363530778164,0.03542392566782811,L20H5,0.46920943697495326
MLP19,d_n = unit(mu_clean - mu_corrupt); score = centered projection normalized so means map to +1/-1,0.8959564538316754,-1.0242219553084118,0.9279907084785134,0.9779326364692218,0.9943627659273109,0.862386645079887,1.8127788169364618,-1.8125158076078003,0.6042596056454872,-0.6041719358692668,2.5284423828125,-1.2794189453125,2.516845703125,-1.2848052978515625,0.026713124274099883,0.023228803716608595,MLP27,0.48695341781188645
module_anchor_mean,"R_module = mean(r_MLP11, r_MLP16, r_MLP19)",1.0044368725487607,-1.0394424239622975,0.9372822299651568,0.9698025551684089,0.9947016879327579,0.8493596643648967,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan
