node,mode,n_samples,route_rescue_ratio_median,route_delta_median,boundary_flip_rate,tool_top1_rate,no_tool_top1_rate
MLP11,promote_tool_route,1722,0.2077926920994212,1.5675048828125,0.019744483159117306,0.0272938443670151,0.9587688734030198
MLP11,erase_tool_route,1722,0.061338284316080016,-0.5790481567382812,0.012195121951219513,0.9773519163763066,0.02148664343786295
MLP16,promote_tool_route,1722,0.3231248417721519,2.56396484375,0.07317073170731707,0.07897793263646923,0.8722415795586528
MLP16,erase_tool_route,1722,0.17784405636016049,-1.532470703125,0.06097560975609756,0.889082462253194,0.10859465737514518
MLP19,promote_tool_route,1722,0.33465257514432734,2.516845703125,0.0313588850174216,0.044715447154471545,0.9367015098722415
MLP19,erase_tool_route,1722,0.1563862187113353,-1.2848052978515625,0.0272938443670151,0.9274099883855982,0.07200929152148665
