node,clean_score_median,corrupt_score_median,clean_positive_rate,corrupt_negative_rate,auc_clean_vs_corrupt
MLP11,1.0262451171875,-1.0105104446411133,0.8977923139820114,0.8675388389206868,0.9654128521944818
MLP16,0.95806884765625,-1.0007282495498657,0.9566639411283728,0.9795584627964022,0.9957659442318763
MLP19,0.913316011428833,-1.0495469570159912,0.9296811120196239,0.9787408013082584,0.9939447587096326
