edge,promote_route_mediation,erase_route_mediation,promote_target_score_mediation,erase_target_score_mediation,label
MLP11->MLP16,0.15550634152719664,0.051644758744673294,0.14501866824480486,0.14902750475126578,strong
MLP16->MLP19,0.09460746951219512,0.058793704296160876,0.10522296342536512,0.12872561710428773,strong
MLP16->MLP17,0.14906679764243616,0.09493483412322275,0.20832255275266212,0.24346403897217153,strong
