source,target,n_samples,promote_route_source_ratio_median,promote_route_source_ratio_mean,promote_route_blocked_ratio_median,promote_route_blocked_ratio_mean,promote_route_mediated_ratio_median,promote_route_mediated_ratio_mean,promote_target_source_ratio_median,promote_target_source_ratio_mean,promote_target_blocked_ratio_median,promote_target_blocked_ratio_mean,promote_target_mediated_ratio_median,promote_target_mediated_ratio_mean,erase_route_source_ratio_median,erase_route_source_ratio_mean,erase_route_blocked_ratio_median,erase_route_blocked_ratio_mean,erase_route_mediated_ratio_median,erase_route_mediated_ratio_mean,erase_target_source_ratio_median,erase_target_source_ratio_mean,erase_target_blocked_ratio_median,erase_target_blocked_ratio_mean,erase_target_mediated_ratio_median,erase_target_mediated_ratio_mean,redundancy_note,evidence_used,evidence_strength,conclusion_label
MLP11,MLP16,1223,0.20952380952380953,0.17190547448688903,0.04851591542750929,0.03315829060360828,0.15550634152719664,0.13874718388328078,0.14501866824480486,0.13727636926819894,0.0,0.0,0.14501866824480486,0.13727636926819894,0.05998063287815126,0.054234041959144864,0.005420220899711134,0.0018692172027770279,0.051644758744673294,0.052364824756367834,0.14902750475126578,0.14248724513490585,0.0,0.0,0.14902750475126578,0.14248724513490585,,source-only patch + target block + local route score mediation + final route mediation,strong,strong
MLP16,MLP19,1223,0.32131523272214385,0.3210313002516691,0.22907239819004524,0.22778554941006612,0.09460746951219512,0.09324575084160294,0.10522296342536512,0.09744308783595115,0.0,0.0,0.10522296342536512,0.09744308783595115,0.17932742667597765,0.19370995915081257,0.12204330422125181,0.13063071456317374,0.058793704296160876,0.06307924458763885,0.12872561710428773,0.12135957446310014,0.0,0.0,0.12872561710428773,0.12135957446310014,,source-only patch + target block + local route score mediation + final route mediation,strong,strong
MLP16,MLP17,1223,0.32131523272214385,0.3210313002516691,0.17769413629160064,0.167728863726513,0.14906679764243616,0.15330243652515607,0.20832255275266212,0.21525797033059946,0.0,0.0,0.20832255275266212,0.21525797033059946,0.17932742667597765,0.19370995915081257,0.09046170365068003,0.09888521394176579,0.09493483412322275,0.09482474520904681,0.24346403897217153,0.2485308840550864,0.0,0.0,0.24346403897217153,0.2485308840550864,,source-only patch + target block + local route score mediation + final route mediation,strong,strong
MLP19,L20H5,1223,0.3347634508348794,0.3260685158909544,0.2919439163498099,0.2814489579929146,0.04391252281021898,0.04461955789803983,0.2609150295103314,0.2967088347407888,0.0,0.0,0.2609150295103314,0.2967088347407888,0.15600808287795992,0.16397817523957806,0.12270518358531317,0.12723629599367872,0.03438683712121212,0.0367418792458993,0.35508342058367304,0.38129764895706975,0.0,0.0,0.35508342058367304,0.38129764895706975,"single-edge weaker than tool_out_group, likely parallel redundancy",source-only patch + target block + local route score mediation + final route mediation,weak,weak
MLP19,L21H12,1223,0.3347634508348794,0.3260685158909544,0.28117871806569344,0.27898275372551545,0.057278067885117495,0.04708576216543897,0.1273029750227552,0.11214595795507758,0.0,0.0,0.1273029750227552,0.11214595795507758,0.15600808287795992,0.16397817523957806,0.12843488649940263,0.13468128081555553,0.028330019880715707,0.029296894424022536,0.17833955909542562,0.15232567727569513,0.0,0.0,0.17833955909542562,0.15232567727569513,"single-edge weaker than tool_out_group, likely parallel redundancy",source-only patch + target block + local route score mediation + final route mediation,weak,weak
MLP19,MLP27,1223,0.3347634508348794,0.3260685158909544,0.1890372125212947,0.183797988786934,0.14526098901098902,0.14227052710402044,0.2802006309817949,0.27976074274241675,0.0,0.0,0.2802006309817949,0.27976074274241675,0.15600808287795992,0.16397817523957806,0.10185057153392331,0.10330483209086457,0.059028163923487545,0.06067334314871347,0.20522905309528786,0.2101178599433866,0.0,0.0,0.20522905309528786,0.2101178599433866,"single-edge weaker than tool_out_group, likely parallel redundancy",source-only patch + target block + local route score mediation + final route mediation,strong,weak
MLP19,L23H6,1223,0.3347634508348794,0.3260685158909544,0.28276437952898553,0.27525352691641825,0.05130762411347518,0.05081498897453621,0.15511920442654456,0.15894380755074908,0.0,0.0,0.15511920442654456,0.15894380755074908,0.15600808287795992,0.16397817523957806,0.12208989971346705,0.12991016059586144,0.03326031109234234,0.0340680146437166,0.26589276534583606,0.2600261333519762,0.0,0.0,0.26589276534583606,0.2600261333519762,,source-only patch + target block + local route score mediation + final route mediation,weak,weak
