split,node,clean_mean,clean_std,corrupt_mean,corrupt_std
train,MLP11,1.0000000280027872,0.7392776163817589,-0.9999999864516553,0.8005042159641006
train,MLP16,0.9999999917266115,0.6815628423700538,-1.0000000232261417,0.4775678145503086
train,MLP19,1.0000000100067916,0.7833945668026212,-0.9999999715668665,0.465484395809993
test,MLP11,0.9733432051830087,0.7299392278567438,-1.0301002942969115,0.8006493882720037
test,MLP16,1.0200111933543863,0.6791739401789831,-0.9848822286979618,0.4734829585653209
test,MLP19,1.0286101013243423,0.7949364774944124,-0.985562640777929,0.46524855049294755
