group,n_nodes,nodes,promote_ratio_median,promote_boundary_flip_rate,promote_tool_top1_rate,suppress_ratio_median,suppress_boundary_flip_rate,suppress_no_tool_top1_rate
shared_backbone,16,"L11H5,L12H0,L13H9,L16H8,L18H14,L21H1,L21H12,L23H6,L24H6,MLP10,MLP13,MLP16,MLP17,MLP18,MLP19,MLP27",0.9999121691439099,1.0,1.0,0.9971852630386526,1.0,1.0
shared_backbone_exclusive,12,"L11H5,L13H9,L18H14,L21H1,L23H6,L24H6,MLP10,MLP13,MLP16,MLP18,MLP19,MLP27",0.9977232370349718,1.0,1.0,0.9966502856182795,1.0,1.0
reverse_selective,10,"L12H0,L15H5,L16H4,L16H8,L17H12,L17H8,L20H14,MLP17,MLP4,MLP5",0.9969499826248078,1.0,1.0,0.8665994623655914,0.5,0.5
forward_selective,9,"L12H6,L16H9,L21H12,L2H14,L4H4,L5H5,MLP1,MLP21,MLP6",0.8686152005250576,0.5,0.5,0.4131231671554252,0.0,0.0
reverse_selective_unique,7,"L15H5,L16H4,L17H12,L17H8,L20H14,MLP4,MLP5",0.9045184837360198,0.5,0.5,0.49272971652003916,0.0,0.0
forward_branch_unique,9,"L12H6,L16H9,L21H12,L2H14,L4H4,L5H5,MLP1,MLP21,MLP6",0.8686152005250576,0.5,0.5,0.4131231671554252,0.0,0.0
reverse_branch_unique,7,"L15H5,L16H4,L17H12,L17H8,L20H14,MLP4,MLP5",0.9045184837360198,0.5,0.5,0.49272971652003916,0.0,0.0
forward_selective_unique,8,"L12H6,L16H9,L2H14,L4H4,L5H5,MLP1,MLP21,MLP6",0.7539472701272091,0.0,0.0,0.22311827956989244,0.0,0.0
