sample_id,sample_rank,q_index,filename,weight,gap,detailed_ratio_vs_gap,necessity_ratio_vs_gap,ap_mode
codecontests_cpp_1,1,,codecontests_cpp_1.txt,0.922947813839149,6.1875,0.998599273989899,0.9242424242424242,full
codecontests_java_1,2,,codecontests_java_1.txt,0.8980247611053719,6.875,0.9927911931818182,0.9045454545454545,full
codecontests_java_2,3,,codecontests_java_2.txt,0.9651742430817298,4.4375,0.9931503080985915,0.971830985915493,full
codecontests_cpp_3,4,,codecontests_cpp_3.txt,0.9994966172680413,3.03125,0.9994966172680413,1.0103092783505154,full
codecontests_java_3,5,,codecontests_java_3.txt,0.9419026360544218,6.5625,0.984077380952381,0.9571428571428572,full
mbpp_python_4,6,,mbpp_python_4.txt,0.9685096153846153,2.03125,0.9685096153846153,1.5,full
apps_python_5,7,,apps_python_5.txt,0.9187301020408163,1.3671875,0.9924553571428572,0.9257142857142857,full
codecontests_java_6,8,,codecontests_java_6.txt,0.9704573098851166,3.375,0.9749710648148148,0.9953703703703703,full
codecontests_java_7,9,,codecontests_java_7.txt,0.9312771613824478,3.96875,0.9980776328740157,0.9330708661417323,full
apps_python_8,10,,apps_python_8.txt,0.9781994986442588,3.015625,0.9936447538860104,0.9844559585492227,full
apps_python_9,11,,apps_python_9.txt,0.9865927608794867,3.015625,0.9969235751295337,0.9896373056994818,full
codecontests_cpp_9,12,,codecontests_cpp_9.txt,0.9978349793632075,3.3125,0.9978349793632075,1.1415094339622642,full
codecontests_java_9,13,,codecontests_java_9.txt,0.8445648029904781,4.4375,0.9911421654929577,0.852112676056338,full
apps_python_10,14,,apps_python_10.txt,0.9969057233146067,2.78125,0.9969057233146067,1.0393258426966292,full
codecontests_java_11,15,,codecontests_java_11.txt,0.9389438787655818,2.375,0.9842722039473685,0.9539473684210527,full
humaneval_python_11,16,,humaneval_python_11.txt,0.9808874018430205,2.609375,0.9988304640718563,0.9820359281437125,full
mbpp_python_11,17,,mbpp_python_11.txt,0.8237387574749229,1.6875,0.9995930989583334,0.8240740740740741,full
codecontests_cpp_12,18,,codecontests_cpp_12.txt,0.9482250125842373,2.4375,0.9994804186698718,0.9487179487179487,full
codecontests_java_13,19,,codecontests_java_13.txt,0.9439935064935064,4.8125,0.9439935064935064,1.2662337662337662,full
apps_python_14,20,,apps_python_14.txt,0.996008086622807,3.5625,0.996008086622807,1.0526315789473684,full
codecontests_cpp_14,21,,codecontests_cpp_14.txt,0.9526743905806772,3.640625,0.9998789775013412,0.9527896995708155,full
codecontests_java_14,22,,codecontests_java_14.txt,0.9005880055986044,4.90625,0.9957205414012739,0.9044585987261147,full
codecontests_cpp_15,23,,codecontests_cpp_15.txt,0.9146822606691827,1.296875,0.9989293109939759,0.9156626506024096,full
codecontests_cpp_16,24,,codecontests_cpp_16.txt,0.9506300572153595,2.765625,0.9956302966101694,0.9548022598870056,full
codecontests_java_16,25,,codecontests_java_16.txt,0.9937830521279274,3.265625,0.9985608552631579,0.9952153110047847,full
codecontests_cpp_17,26,,codecontests_cpp_17.txt,0.9200290532879819,3.28125,0.9959077380952381,0.9238095238095239,full
codecontests_java_17,27,,codecontests_java_17.txt,0.905755467321102,5.0625,0.9981794945987654,0.9074074074074074,full
codecontests_java_18,28,,codecontests_java_18.txt,0.9855769230769231,2.03125,0.9855769230769231,1.023076923076923,full
humaneval_python_18,29,,humaneval_python_18.txt,0.9497888980881813,2.515625,0.9994510626940993,0.9503105590062112,full
codecontests_java_19,30,,codecontests_java_19.txt,0.9626849476873769,7.28125,0.988130364806867,0.9742489270386266,full
apps_python_20,31,,apps_python_20.txt,0.992421875,1.5625,0.992421875,1.38,full
codecontests_cpp_20,32,,codecontests_cpp_20.txt,0.9452435750533291,1.90625,0.9984391009221312,0.9467213114754098,full
humaneval_python_21,33,,humaneval_python_21.txt,0.9984660005364807,3.640625,0.9984660005364807,1.0,full
apps_python_22,34,,apps_python_22.txt,0.9837535511363636,2.75,0.9837535511363636,1.0170454545454546,full
codecontests_java_22,35,,codecontests_java_22.txt,0.9826659497468294,3.921875,0.9945530378486056,0.9880478087649402,full
codecontests_java_23,36,,codecontests_java_23.txt,0.89424833984375,6.25,0.99916015625,0.895,full
codecontests_java_24,37,,codecontests_java_24.txt,0.9049359036081301,3.734375,0.9875784518828452,0.9163179916317992,full
codecontests_java_25,38,,codecontests_java_25.txt,0.9716651119402985,4.1875,0.9716651119402985,1.3955223880597014,full
codecontests_cpp_26,39,,codecontests_cpp_26.txt,0.8802169595259045,2.171875,0.994716726618705,0.8848920863309353,full
humaneval_python_26,40,,humaneval_python_26.txt,0.996185302734375,2.0,0.996185302734375,1.2109375,full
codecontests_cpp_27,41,,codecontests_cpp_27.txt,0.9906580418716243,2.25,0.9975857204861112,0.9930555555555556,full
codecontests_java_27,42,,codecontests_java_27.txt,0.8115779557996669,3.828125,0.9991788903061225,0.8122448979591836,full
codecontests_cpp_28,43,,codecontests_cpp_28.txt,0.8573740029886083,3.546875,0.9929790748898678,0.8634361233480177,full
codecontests_java_28,44,,codecontests_java_28.txt,0.916298828125,3.4375,0.99794921875,0.9181818181818182,full
apps_python_29,45,,apps_python_29.txt,0.9970375419463087,2.328125,0.9970375419463087,1.1946308724832215,full
codecontests_cpp_29,46,,codecontests_cpp_29.txt,0.9954235600490197,3.1875,0.9954235600490197,1.0588235294117647,full
apps_python_30,47,,apps_python_30.txt,0.963544219234988,3.234375,0.9873943236714976,0.9758454106280193,full
codecontests_cpp_30,48,,codecontests_cpp_30.txt,0.9870793269230769,3.25,0.9870793269230769,1.0528846153846154,full
codecontests_java_30,49,,codecontests_java_30.txt,0.99296875,3.75,0.99296875,1.125,full
mbpp_python_32,50,,mbpp_python_32.txt,0.9930455202312138,2.703125,0.9930455202312138,1.2023121387283238,full
codecontests_cpp_33,51,,codecontests_cpp_33.txt,0.866204833984375,1.25,0.9970703125,0.86875,full
codecontests_java_33,52,,codecontests_java_33.txt,0.7259610790205779,3.390625,0.9970478110599078,0.728110599078341,full
humaneval_python_33,53,,humaneval_python_33.txt,0.8792918454935622,7.28125,0.8792918454935622,1.1244635193133048,full
apps_python_35,54,,apps_python_35.txt,0.9991814108455882,1.59375,0.9991814108455882,1.0637254901960784,full
codecontests_cpp_35,55,,codecontests_cpp_35.txt,0.9792993630573248,2.453125,0.9792993630573248,1.089171974522293,full
codecontests_java_35,56,,codecontests_java_35.txt,0.9648771286010742,4.0,0.996002197265625,0.96875,full
mbpp_python_35,57,,mbpp_python_35.txt,0.943086592178771,2.796875,0.943086592178771,1.4860335195530727,full
codecontests_java_36,58,,codecontests_java_36.txt,0.9937420280612245,3.0625,0.9937420280612245,1.0,full
mbpp_python_36,59,,mbpp_python_36.txt,0.9472210926843729,1.984375,0.9983160063976378,0.9488188976377953,full
apps_python_37,60,,apps_python_37.txt,0.9903449292452831,3.3125,0.9903449292452831,1.0471698113207548,full
codecontests_java_37,61,,codecontests_java_37.txt,0.9824666030534351,4.09375,0.9824666030534351,1.015267175572519,full
codecontests_cpp_39,62,,codecontests_cpp_39.txt,0.9963048986486487,2.3125,0.9963048986486487,1.0945945945945945,full
humaneval_python_39,63,,humaneval_python_39.txt,0.9970034246575342,3.421875,0.9970034246575342,1.1324200913242009,full
apps_python_40,64,,apps_python_40.txt,0.9980931575829384,1.6484375,0.9980931575829384,1.0568720379146919,full
codecontests_cpp_40,65,,codecontests_cpp_40.txt,0.9794719099837458,3.265625,0.9889354066985646,0.9904306220095693,full
