node,layer,support_weighted,support_unweighted,median_score_norm,mean_score_norm
MLP27,27,0.9987014951131101,0.9983646770237122,0.8013698630136986,0.779880675655853
L24H6,24,0.9957797831428289,0.9959116925592805,0.35867502726281353,0.40666896517225265
L23H6,23,0.9127237054768272,0.9092395748160261,0.24633390490479762,0.25756817038731744
MLP17,17,0.9057047192260653,0.9076042518397384,0.5331539427853594,0.5351205482997523
L21H12,21,0.8643422132540395,0.8675388389206868,0.32741116751269034,0.36261565789077477
MLP16,16,0.7560089867942641,0.7514309076042518,0.4782608695652174,0.48713933337607046
MLP19,19,0.7494127960104889,0.7514309076042518,0.43333333333333335,0.43734635665608723
L16H8,16,0.7417331643310718,0.7432542927228127,0.25344036697247707,0.27749960006377006
L17H8,17,0.5978544813428781,0.5944399018806215,0.23378378378378378,0.25649294009829754
L21H1,21,0.5403076597047923,0.5314799672935405,0.2812293638564825,0.29915825789790385
L16H4,16,0.5265310257959674,0.5314799672935405,0.24111403508771928,0.2539363324155969
L20H5,20,0.5094864917049154,0.5126737530662305,0.22659574468085106,0.24778000977661596
MLP12,12,0.4579060650175063,0.4652493867538839,0.4069767441860465,0.4249483996850469
L17H2,17,0.3731635561315512,0.3712183156173344,0.24711794019933553,0.2642458514817018
MLP11,11,0.334057862486961,0.32788225674570726,0.4343891402714932,0.43805370934953664
L12H6,12,0.3007476329445864,0.3098937040065413,0.14518229166666666,0.16689280472767484
L13H9,13,0.26908954528366685,0.26737530662305803,0.1145,0.1287595685887039
L17H12,17,0.21101461291229193,0.2134096484055601,0.24407582938388625,0.2663969566553946
MLP18,18,0.20213975288546082,0.2027800490596893,0.4280106970324362,0.44199574754538085
L16H9,16,0.18251534720651336,0.17661488143908421,0.21987152632313922,0.2401725951838488
L13H3,13,0.18071631719619055,0.1856091578086672,0.1498344370860927,0.16016494532275954
L20H14,20,0.18067421671235748,0.17416189697465248,0.2102510460251046,0.21459370865630736
L18H14,18,0.17774305904079762,0.1757972199509403,0.23969072164948454,0.24224552745919964
MLP13,13,0.17757736372529828,0.18070318887980377,0.3629032258064516,0.3856325563862965
L2H14,2,0.17696483837184993,0.18152085036794766,0.06811379726361563,0.07592799349130645
MLP20,20,0.17261474368307322,0.17252657399836469,0.26907630522088355,0.28113122344497243
L15H5,15,0.16384795396227483,0.15780866721177433,0.30597014925373134,0.32511760742247425
L11H1,11,0.16246410523158877,0.15862632869991825,0.1669603218645949,0.1840712603575744
L16H13,16,0.13983403981905285,0.14063777596075225,0.23555276381909546,0.2560164897672396
L2H15,2,0.13980472863719692,0.14881439084219134,0.06337063671622495,0.07268628919227524
MLP5,5,0.13978987160017328,0.14309076042518398,0.14917127071823205,0.16414057350917222
L9H3,9,0.13795581305123905,0.1357318070318888,0.1550029988004798,0.17326128639848393
MLP6,6,0.13096609893857097,0.13082583810302534,0.13030591334894615,0.15869148165883779
L10H2,10,0.1219789628945918,0.12183156173344235,0.16326530612244897,0.17742986702548894
MLP3,3,0.11117387385765337,0.11201962387571546,0.12980769230769232,0.1540714623618438
L13H6,13,0.10764387454267524,0.107113654946852,0.2301762114537445,0.23588956021039628
L12H0,12,0.10623109927849979,0.10220768601798855,0.13766891891891891,0.16278332342915647
MLP4,4,0.10577435471976171,0.1054783319705642,0.13125,0.1596887127520445
L6H0,6,0.10368647125851567,0.11283728536385937,0.05910707131410256,0.06471858113270468
L15H9,15,0.08862248146891198,0.08912510220768602,0.2156398104265403,0.229910586152511
MLP2,2,0.08766368565733065,0.08912510220768602,0.14356435643564355,0.16482853655173024
MLP10,10,0.08240313039673276,0.07849550286181521,0.20673076923076922,0.23824901876767623
MLP9,9,0.080647519831296,0.07849550286181521,0.3330833882663151,0.327460394394812
MLP1,1,0.07894911502782827,0.07849550286181521,0.1276143790849673,0.152591614754674
MLP0,0,0.07570396301762079,0.07522485690923958,0.1123888975518478,0.15030315988033643
L11H8,11,0.06940737439824332,0.06950122649223221,0.1362179487179487,0.1502371503016826
L13H10,13,0.0634343380040508,0.06050695012264922,0.24649921660791227,0.2479592027262809
L11H5,11,0.06310547191771208,0.06050695012264922,0.11452913279132791,0.13801410772856534
L4H15,4,0.0614198811870375,0.06459525756336877,0.05956196581196581,0.06640449105394186
L10H5,10,0.05667165054980479,0.05560098119378577,0.12289975243018895,0.13120867908828146
L9H5,9,0.0535804479373632,0.05478331970564186,0.14127604166666666,0.14913434640378592
MLP7,7,0.05086086032212891,0.05151267375306623,0.2120253164556962,0.2215978840795068
L13H13,13,0.047522797471433786,0.04660670482420278,0.1578341013824885,0.16639078464917426
MLP14,14,0.0453100125721171,0.044153720359771054,0.38399028582103495,0.43856105337142215
MLP21,21,0.04435439490961636,0.044971381847914965,0.20242914979757085,0.2470202666310832
L11H9,11,0.04213684857571799,0.04088307440719542,0.1474283559577677,0.16614693968116723
L17H1,17,0.041203950352623864,0.04088307440719542,0.24302112623945538,0.26335745378894976
MLP15,15,0.039727892964228344,0.039247751430907606,0.2634228187919463,0.3197152133641358
