sample_id,sample_rank,q_index,cluster_id,cluster_size,weight
codecontests_java_1,2,,0,296,0.8980247611053719
codecontests_cpp_3,4,,0,296,0.9994966172680413
apps_python_5,7,,0,296,0.9187301020408163
codecontests_java_7,9,,0,296,0.9312771613824478
apps_python_9,11,,0,296,0.9865927608794867
codecontests_cpp_12,18,,0,296,0.9482250125842373
codecontests_cpp_15,23,,0,296,0.9146822606691827
codecontests_cpp_16,24,,0,296,0.9506300572153595
apps_python_22,34,,0,296,0.9837535511363636
apps_python_29,45,,0,296,0.9970375419463087
apps_python_30,47,,0,296,0.963544219234988
codecontests_cpp_30,48,,0,296,0.9870793269230769
codecontests_cpp_35,55,,0,296,0.9792993630573248
apps_python_37,60,,0,296,0.9903449292452831
humaneval_python_39,63,,0,296,0.9970034246575342
apps_python_40,64,,0,296,0.9980931575829384
codecontests_cpp_40,65,,0,296,0.9794719099837458
codecontests_cpp_41,67,,0,296,0.9679462636818161
mbpp_python_42,70,,0,296,0.9948039504716981
codecontests_cpp_45,77,,0,296,0.9908780486079675
codecontests_cpp_46,80,,0,296,0.9838028140943879
codecontests_cpp_49,87,,0,296,0.9983100620567376
codecontests_cpp_50,89,,0,296,0.9201824662253821
codecontests_cpp_56,98,,0,296,0.989208984375
codecontests_java_56,99,,0,296,0.9914598651960784
apps_python_58,102,,0,296,0.9811079545454545
apps_python_59,104,,0,296,0.9982556059160306
codecontests_cpp_66,115,,0,296,0.8695135682232049
apps_python_69,118,,0,296,0.9975646219135802
codecontests_cpp_83,140,,0,296,0.9994089226973685
codecontests_cpp_87,147,,0,296,0.9985013149752475
apps_python_93,153,,0,296,0.9957972935267857
codecontests_cpp_93,154,,0,296,0.8656737577111039
apps_python_96,161,,0,296,0.9865433673469388
codecontests_java_96,162,,0,296,0.9977774784482759
mbpp_python_96,163,,0,296,0.9163727060249307
codecontests_cpp_100,171,,0,296,0.9802587745389649
codecontests_java_105,178,,0,296,0.9348276929808947
apps_python_107,181,,0,296,0.8410205841064453
codecontests_cpp_108,182,,0,296,0.9977870997536946
mbpp_python_115,200,,0,296,0.8187536043829297
codecontests_cpp_118,209,,0,296,0.9311905839746492
humaneval_python_119,212,,0,296,0.9856026785714286
codecontests_java_120,214,,0,296,0.9544455276366062
codecontests_cpp_123,218,,0,296,0.9882572528373594
codecontests_cpp_124,220,,0,296,0.9988827101528385
codecontests_cpp_126,225,,0,296,0.9537565718808299
apps_python_129,228,,0,296,0.999375
apps_python_130,230,,0,296,0.995730245209658
humaneval_python_137,249,,0,296,0.9942157451923077
codecontests_java_141,255,,0,296,0.977725208692276
codecontests_java_142,258,,0,296,0.9697866356777254
codecontests_cpp_147,266,,0,296,0.9993598090277778
humaneval_python_149,274,,0,296,0.9977407882462687
apps_python_155,287,,0,296,0.9183980137848657
apps_python_158,293,,0,296,0.9971110026041666
codecontests_cpp_158,294,,0,296,0.9962936046511628
apps_python_160,296,,0,296,0.992257567264574
apps_python_161,297,,0,296,0.9918114973262032
humaneval_python_161,299,,0,296,0.9933845766129032
apps_python_163,300,,0,296,0.9775132275132276
codecontests_cpp_165,302,,0,296,0.9875762195121951
apps_python_166,305,,0,296,0.9995084195523649
codecontests_java_166,306,,0,296,0.9967492508561644
apps_python_167,307,,0,296,0.9922715053763441
codecontests_java_169,311,,0,296,0.9890625
apps_python_170,312,,0,296,0.9996242149203431
codecontests_java_175,321,,0,296,0.8526785714285714
mbpp_python_175,322,,0,296,0.9809368880285501
codecontests_java_177,324,,0,296,0.8471845255800119
apps_python_181,330,,0,296,0.997588900862069
codecontests_cpp_181,331,,0,296,1.0
codecontests_cpp_182,333,,0,296,0.970366974914966
apps_python_183,335,,0,296,0.9447516741071428
codecontests_cpp_185,338,,0,296,0.9299389027852893
apps_python_186,340,,0,296,0.9874320652173914
codecontests_java_186,341,,0,296,0.9936708860759493
apps_python_188,343,,0,296,0.942620990370983
codecontests_cpp_188,344,,0,296,0.9970358455882353
codecontests_java_190,347,,0,296,0.8012220782476339
apps_python_191,348,,0,296,0.9958382009345794
