sample_id,family,promote_source_ratio,promote_blocked_ratio,promote_mediated_ratio,suppress_source_ratio,suppress_blocked_ratio,suppress_mediated_ratio
apps_python_1,tool_bias_backbone->tool_bias_backbone (tool_bias),0.9394796380090498,0.0,0.9394796380090498,0.7190860215053764,0.0,0.7190860215053764
apps_python_1,symmetric_backbone->tool_bias_backbone (shared),0.9948741515837104,0.969881221719457,0.024992929864253388,0.9943716397849462,0.9630376344086021,0.03133400537634412
apps_python_1,no_tool_bias_backbone->tool_bias_backbone (no_tool_bias),0.9893240950226244,0.8789592760180995,0.11036481900452488,0.8891129032258065,0.7204301075268817,0.16868279569892475
apps_python_1,symmetric_backbone->tool_bias_backbone (no_tool_bias),0.9948741515837104,0.969881221719457,0.024992929864253388,0.9943716397849462,0.9630376344086021,0.03133400537634412
apps_python_1,symmetric_backbone->symmetric_backbone (no_tool_bias),0.9948741515837104,0.0,0.9948741515837104,0.9943716397849462,0.0,0.9943716397849462
apps_python_1,no_tool_bias_backbone->no_tool_bias_backbone (no_tool_bias),0.9893240950226244,0.0,0.9893240950226244,0.8891129032258065,0.0,0.8891129032258065
apps_python_1,tool_bias_backbone->symmetric_backbone (shared),0.9394796380090498,0.45248868778280543,0.48699095022624433,0.7190860215053764,0.26881720430107525,0.4502688172043011
apps_python_1,tool_bias_backbone->symmetric_backbone (tool_bias),0.9394796380090498,0.45248868778280543,0.48699095022624433,0.7190860215053764,0.26881720430107525,0.4502688172043011
apps_python_1,symmetric_backbone->tool_bias_backbone (tool_bias),0.9948741515837104,0.969881221719457,0.024992929864253388,0.9943716397849462,0.9630376344086021,0.03133400537634412
apps_python_1,symmetric_backbone->symmetric_backbone (shared),0.9948741515837104,0.0,0.9948741515837104,0.9943716397849462,0.0,0.9943716397849462
apps_python_1,no_tool_bias_backbone->symmetric_backbone (no_tool_bias),0.9893240950226244,0.2986425339366516,0.6906815610859729,0.8891129032258065,0.23118279569892472,0.6579301075268817
codecontests_cpp_1,tool_bias_backbone->tool_bias_backbone (tool_bias),0.9873968160377359,0.0,0.9873968160377359,0.648989898989899,0.0,0.648989898989899
codecontests_cpp_1,symmetric_backbone->tool_bias_backbone (shared),0.9986364976415094,0.9939563679245284,0.004680129716981063,0.9871369949494949,0.9539141414141414,0.03322285353535348
codecontests_cpp_1,no_tool_bias_backbone->tool_bias_backbone (no_tool_bias),0.9295400943396226,0.5235849056603774,0.4059551886792452,0.5227272727272727,0.2474747474747475,0.2752525252525252
codecontests_cpp_1,symmetric_backbone->tool_bias_backbone (no_tool_bias),0.9986364976415094,0.9939563679245284,0.004680129716981063,0.9871369949494949,0.9539141414141414,0.03322285353535348
codecontests_cpp_1,symmetric_backbone->symmetric_backbone (no_tool_bias),0.9986364976415094,0.0,0.9986364976415094,0.9871369949494949,0.0,0.9871369949494949
codecontests_cpp_1,no_tool_bias_backbone->no_tool_bias_backbone (no_tool_bias),0.9295400943396226,0.0,0.9295400943396226,0.5227272727272727,0.0,0.5227272727272727
codecontests_cpp_1,tool_bias_backbone->symmetric_backbone (shared),0.9873968160377359,0.5943396226415094,0.39305719339622647,0.648989898989899,0.2878787878787879,0.3611111111111111
codecontests_cpp_1,tool_bias_backbone->symmetric_backbone (tool_bias),0.9873968160377359,0.5943396226415094,0.39305719339622647,0.648989898989899,0.2878787878787879,0.3611111111111111
codecontests_cpp_1,symmetric_backbone->tool_bias_backbone (tool_bias),0.9986364976415094,0.9939563679245284,0.004680129716981063,0.9871369949494949,0.9539141414141414,0.03322285353535348
codecontests_cpp_1,symmetric_backbone->symmetric_backbone (shared),0.9986364976415094,0.0,0.9986364976415094,0.9871369949494949,0.0,0.9871369949494949
codecontests_cpp_1,no_tool_bias_backbone->symmetric_backbone (no_tool_bias),0.9295400943396226,0.18867924528301888,0.7408608490566038,0.5227272727272727,0.1414141414141414,0.38131313131313127
codecontests_java_1,tool_bias_backbone->tool_bias_backbone (tool_bias),0.9968249692118226,0.0,0.9968249692118226,0.9724431818181818,0.0,0.9724431818181818
