source_group,target_group,sign,n_edges,support_median,top_edges
tool_schema_readers,arbitration_integrators,shared,2,1.0,L21H1->MLP27 (1.000) | L21H12->MLP27 (0.480)
tool_schema_readers,suppression_readers,tool_bias,2,1.0,L21H1->L23H6 (1.000) | L21H12->L23H6 (1.000)
tool_schema_readers,arbitration_integrators,tool_bias,2,1.0,L21H1->L24H6 (1.000) | L21H12->L24H6 (0.436)
arbitration_integrators,arbitration_integrators,no_tool_bias,2,1.0,L24H6->MLP27 (1.000) | MLP16->L24H6 (1.000)
tool_schema_readers,tool_call_writers,no_tool_bias,1,1.0,L16H8->MLP17 (1.000)
arbitration_integrators,tool_call_writers,no_tool_bias,1,1.0,MLP16->MLP17 (1.000)
tool_call_writers,tool_schema_readers,shared,4,0.5637391725936897,MLP10->L16H8 (0.564) | MLP17->L21H1 (0.564) | MLP19->L21H1 (0.480) | MLP19->L21H12 (0.480)
arbitration_integrators,arbitration_integrators,shared,3,0.5637391725936897,MLP16->L18H14 (0.564) | MLP16->MLP18 (0.564) | L13H9->MLP16 (0.480)
tool_call_writers,arbitration_integrators,shared,3,0.5637391725936897,MLP17->L18H14 (0.564) | MLP17->MLP18 (0.564) | MLP13->MLP16 (0.480)
arbitration_integrators,tool_schema_readers,tool_bias,3,0.5637391725936897,L18H14->L21H1 (0.564) | MLP18->L21H1 (0.564) | MLP18->L21H12 (0.564)
user_query_readers,tool_call_writers,tool_bias,3,0.5637391725936897,L2H14->MLP10 (0.564) | L2H14->MLP6 (0.564) | L5H5->MLP6 (0.564)
suppression_readers,arbitration_integrators,tool_bias,2,0.5637391725936897,L23H6->L24H6 (0.564) | L23H6->MLP27 (0.564)
user_query_readers,tool_schema_readers,tool_bias,2,0.5637391725936897,L11H5->L16H8 (0.564) | L5H5->L21H1 (0.436)
user_query_readers,suppression_readers,shared,1,0.5637391725936897,L11H5->L12H0 (0.564)
user_query_readers,arbitration_integrators,shared,1,0.5637391725936897,L11H5->MLP16 (0.564)
suppression_readers,arbitration_integrators,shared,1,0.5637391725936897,L12H0->MLP16 (0.564)
tool_call_writers,user_query_readers,shared,1,0.5637391725936897,MLP10->L11H5 (0.564)
tool_call_writers,suppression_readers,shared,1,0.5637391725936897,MLP10->L12H0 (0.564)
user_query_readers,user_query_readers,tool_bias,1,0.5637391725936897,L2H14->L5H5 (0.564)
tool_call_writers,arbitration_integrators,tool_bias,1,0.5637391725936897,MLP10->MLP16 (0.564)
tool_call_writers,tool_schema_readers,tool_bias,1,0.5637391725936897,MLP17->L21H12 (0.564)
tool_call_writers,user_query_readers,tool_bias,1,0.5637391725936897,MLP6->L11H5 (0.564)
tool_call_writers,tool_call_writers,tool_bias,1,0.5637391725936897,MLP6->MLP10 (0.564)
arbitration_integrators,tool_schema_readers,no_tool_bias,4,0.519801535236432,MLP16->L21H1 (1.000) | MLP16->L17H8 (0.520) | L13H9->L16H8 (0.480) | MLP16->L21H12 (0.480)
arbitration_integrators,suppression_readers,no_tool_bias,4,0.519801535236432,MLP16->L23H6 (1.000) | L18H14->L20H14 (0.520) | MLP16->L20H14 (0.520) | MLP18->L20H14 (0.520)
tool_call_writers,suppression_readers,no_tool_bias,4,0.519801535236432,MLP10->L15H5 (0.520) | MLP17->L20H14 (0.520) | MLP17->L23H6 (0.520) | MLP19->L23H6 (0.480)
suppression_readers,arbitration_integrators,no_tool_bias,3,0.519801535236432,L15H5->MLP16 (0.520) | L20H14->MLP27 (0.520) | L12H0->L13H9 (0.480)
tool_call_writers,arbitration_integrators,no_tool_bias,2,0.519801535236432,MLP17->L24H6 (0.520) | MLP17->MLP27 (0.520)
user_query_readers,suppression_readers,no_tool_bias,1,0.519801535236432,L11H5->L15H5 (0.520)
suppression_readers,tool_schema_readers,no_tool_bias,1,0.519801535236432,L15H5->L16H8 (0.520)
tool_schema_readers,tool_schema_readers,no_tool_bias,1,0.519801535236432,L16H8->L17H8 (0.520)
tool_schema_readers,arbitration_integrators,no_tool_bias,1,0.519801535236432,L17H8->MLP18 (0.520)
no_tool_writers,user_query_readers,no_tool_bias,1,0.519801535236432,MLP5->L11H5 (0.520)
no_tool_writers,tool_call_writers,no_tool_bias,1,0.519801535236432,MLP5->MLP10 (0.520)
arbitration_integrators,tool_call_writers,shared,1,0.48019846476356787,MLP16->MLP19 (0.480)
suppression_readers,tool_call_writers,no_tool_bias,1,0.48019846476356787,L12H0->MLP13 (0.480)
tool_call_writers,tool_schema_readers,no_tool_bias,1,0.48019846476356787,MLP13->L16H8 (0.480)
tool_call_writers,tool_call_writers,no_tool_bias,1,0.48019846476356787,MLP17->MLP19 (0.480)
