head,layer,set,n,tool_mass_median,no_tool_mass_median,delta_median_no_minus_tool,tool_mass_mean,no_tool_mass_mean
L12H0,12,contrast,2,0.0044801257899962366,0.0033046488533727825,-0.001175476936623454,0.0044801257899962366,0.0033046488533727825
L12H0,12,prefix_16,2,0.4459620416164398,0.39813220500946045,-0.04782983660697937,0.4459620416164398,0.39813220500946045
L12H0,12,recent_32,2,0.10150923952460289,0.11476476863026619,0.0132555291056633,0.10150923952460289,0.11476476863026619
L12H0,12,tool_call_tags,2,0.002043509215582162,0.002019314677454531,-2.419453812763095e-05,0.002043509215582162,0.002019314677454531
L12H0,12,tools_block,2,0.014743580017238855,0.015601203776896,0.0008576237596571445,0.014743580017238855,0.015601203776896
L12H0,12,user_block,2,0.06268284283578396,0.04738692007958889,-0.015295922756195068,0.06268284283578396,0.04738692007958889
L12H6,12,contrast,2,0.004710709443315864,0.003240206395275891,-0.0014705030480399728,0.004710709443315864,0.003240206395275891
L12H6,12,prefix_16,2,0.4270630478858948,0.4047880917787552,-0.022274956107139587,0.4270630478858948,0.4047880917787552
L12H6,12,recent_32,2,0.21692220866680145,0.2350497618317604,0.018127553164958954,0.21692220866680145,0.2350497618317604
L12H6,12,tool_call_tags,2,0.0006778789684176445,0.000734740257030353,5.686128861270845e-05,0.0006778789684176445,0.000734740257030353
L12H6,12,tools_block,2,0.00879493122920394,0.00866344291716814,-0.00013148831203579903,0.00879493122920394,0.00866344291716814
L12H6,12,user_block,2,0.08622438460588455,0.08403374999761581,-0.002190634608268738,0.08622438460588455,0.08403374999761581
L15H5,15,contrast,2,0.0046986079250928015,0.0025492222630418837,-0.0021493856620509177,0.0046986079250928015,0.0025492222630418837
L15H5,15,prefix_16,2,0.19069291651248932,0.2181055173277855,0.027412600815296173,0.19069291651248932,0.2181055173277855
L15H5,15,recent_32,2,0.41458071768283844,0.3919258713722229,-0.02265484631061554,0.41458071768283844,0.3919258713722229
L15H5,15,tool_call_tags,2,0.0023536168737336993,0.0020037753274664283,-0.00034984154626727104,0.0023536168737336993,0.0020037753274664283
L15H5,15,tools_block,2,0.04279770888388157,0.03199574537575245,-0.01080196350812912,0.04279770888388157,0.03199574537575245
L15H5,15,user_block,2,0.25470880419015884,0.23280801624059677,-0.021900787949562073,0.25470880419015884,0.23280801624059677
L16H4,16,contrast,2,0.0071739619597792625,0.010105024091899395,0.0029310621321201324,0.0071739619597792625,0.010105024091899395
L16H4,16,prefix_16,2,0.12564608082175255,0.11764396354556084,-0.008002117276191711,0.12564608082175255,0.11764396354556084
L16H4,16,recent_32,2,0.6066619604825974,0.5613963007926941,-0.04526565968990326,0.6066619604825974,0.5613963007926941
L16H4,16,tool_call_tags,2,0.00016024515571189113,0.00011472668120404705,-4.5518474507844076e-05,0.00016024515571189113,0.00011472668120404705
L16H4,16,tools_block,2,0.025396477431058884,0.022443298250436783,-0.002953179180622101,0.025396477431058884,0.022443298250436783
L16H4,16,user_block,2,0.40110650658607483,0.4775720238685608,0.07646551728248596,0.40110650658607483,0.4775720238685608
L16H8,16,contrast,2,0.006461919751018286,0.004414201132021844,-0.0020477186189964414,0.006461919751018286,0.004414201132021844
L16H8,16,prefix_16,2,0.05623354762792587,0.0707758441567421,0.014542296528816223,0.05623354762792587,0.0707758441567421
L16H8,16,recent_32,2,0.28935152292251587,0.284106582403183,-0.005244940519332886,0.28935152292251587,0.284106582403183
L16H8,16,tool_call_tags,2,0.0009865734609775245,0.001315348141361028,0.00032877468038350344,0.0009865734609775245,0.001315348141361028
L16H8,16,tools_block,2,0.24470938742160797,0.1981118768453598,-0.04659751057624817,0.24470938742160797,0.1981118768453598
L16H8,16,user_block,2,0.4340784251689911,0.45193952322006226,0.017861098051071167,0.4340784251689911,0.45193952322006226
L16H9,16,contrast,2,0.011865315958857536,0.011975945672020316,0.00011062971316277981,0.011865315958857536,0.011975945672020316
L16H9,16,prefix_16,2,0.1561160758137703,0.1558537483215332,-0.00026232749223709106,0.1561160758137703,0.1558537483215332
L16H9,16,recent_32,2,0.3510347008705139,0.33718398213386536,-0.01385071873664856,0.3510347008705139,0.33718398213386536
L16H9,16,tool_call_tags,2,0.00237421621568501,0.0025067998794838786,0.00013258366379886866,0.00237421621568501,0.0025067998794838786
L16H9,16,tools_block,2,0.18789338320493698,0.1952604502439499,0.007367067039012909,0.18789338320493698,0.1952604502439499
L16H9,16,user_block,2,0.44547460973262787,0.44899751245975494,0.003522902727127075,0.44547460973262787,0.44899751245975494
L17H12,17,contrast,2,0.004218266112729907,0.004122731857933104,-9.5534254796803e-05,0.004218266112729907,0.004122731857933104
L17H12,17,prefix_16,2,0.168452188372612,0.22376815974712372,0.05531597137451172,0.168452188372612,0.22376815974712372
L17H12,17,recent_32,2,0.16696325689554214,0.1834574192762375,0.016494162380695343,0.16696325689554214,0.1834574192762375
L17H12,17,tool_call_tags,2,0.00810923520475626,0.008389539085328579,0.00028030388057231903,0.00810923520475626,0.008389539085328579
L17H12,17,tools_block,2,0.15701693296432495,0.10913128033280373,-0.047885652631521225,0.15701693296432495,0.10913128033280373
L17H12,17,user_block,2,0.4255759119987488,0.43827591836452484,0.012700006365776062,0.4255759119987488,0.43827591836452484
L17H8,17,contrast,2,0.005337718641385436,0.00416536710690707,-0.0011723515344783664,0.005337718641385436,0.00416536710690707
L17H8,17,prefix_16,2,0.22294499725103378,0.28647391498088837,0.06352891772985458,0.22294499725103378,0.28647391498088837
L17H8,17,recent_32,2,0.11319885402917862,0.10894636809825897,-0.004252485930919647,0.11319885402917862,0.10894636809825897
L17H8,17,tool_call_tags,2,0.013370450120419264,0.010041661560535431,-0.003328788559883833,0.013370450120419264,0.010041661560535431
L17H8,17,tools_block,2,0.2918190062046051,0.2840307354927063,-0.007788270711898804,0.2918190062046051,0.2840307354927063
L17H8,17,user_block,2,0.17725499719381332,0.16764973104000092,-0.009605266153812408,0.17725499719381332,0.16764973104000092
L18H14,18,contrast,2,0.00012247124959685607,3.988921912423393e-05,-8.258203047262214e-05,0.00012247124959685607,3.988921912423393e-05
L18H14,18,prefix_16,2,0.20625880360603333,0.2558925077319145,0.049633704125881195,0.20625880360603333,0.2558925077319145
L18H14,18,recent_32,2,0.5267501771450043,0.505162701010704,-0.021587476134300232,0.5267501771450043,0.505162701010704
L18H14,18,tool_call_tags,2,0.0003205149987479672,0.00022625747078564018,-9.4257527962327e-05,0.0003205149987479672,0.00022625747078564018
L18H14,18,tools_block,2,0.0032377117313444614,0.0030416144290938973,-0.0001960973022505641,0.0032377117313444614,0.0030416144290938973
L18H14,18,user_block,2,0.02118867728859186,0.02345591690391302,0.0022672396153211594,0.02118867728859186,0.02345591690391302
L20H14,20,contrast,2,0.005173044744879007,0.003259042860008776,-0.0019140018848702312,0.005173044744879007,0.003259042860008776
L20H14,20,prefix_16,2,0.5137310177087784,0.715359091758728,0.20162807404994965,0.5137310177087784,0.715359091758728
L20H14,20,recent_32,2,0.04229690693318844,0.038341937586665154,-0.003954969346523285,0.04229690693318844,0.038341937586665154
L20H14,20,tool_call_tags,2,0.19896969199180603,0.05042804963886738,-0.14854164235293865,0.19896969199180603,0.05042804963886738
L20H14,20,tools_block,2,0.06295877695083618,0.041212962940335274,-0.021745814010500908,0.06295877695083618,0.041212962940335274
L20H14,20,user_block,2,0.08202292956411839,0.0995299406349659,0.01750701107084751,0.08202292956411839,0.0995299406349659
L21H1,21,contrast,2,0.005299180862493813,0.009703228482976556,0.004404047620482743,0.005299180862493813,0.009703228482976556
L21H1,21,prefix_16,2,0.3615364581346512,0.6205499172210693,0.25901345908641815,0.3615364581346512,0.6205499172210693
L21H1,21,recent_32,2,0.09161548130214214,0.07436520326882601,-0.017250278033316135,0.09161548130214214,0.07436520326882601
L21H1,21,tool_call_tags,2,0.04843655601143837,0.016596338246017694,-0.031840217765420675,0.04843655601143837,0.016596338246017694
L21H1,21,tools_block,2,0.12155566737055779,0.0819274540990591,-0.03962821327149868,0.12155566737055779,0.0819274540990591
L21H1,21,user_block,2,0.17366322129964828,0.1587139517068863,-0.014949269592761993,0.17366322129964828,0.1587139517068863
L21H12,21,contrast,2,0.00063737113669049,0.0006538661691593006,1.6495032468810678e-05,0.00063737113669049,0.0006538661691593006
L21H12,21,prefix_16,2,0.05630193091928959,0.15915977209806442,0.10285784117877483,0.05630193091928959,0.15915977209806442
L21H12,21,recent_32,2,0.029765532352030277,0.0713886134326458,0.04162308108061552,0.029765532352030277,0.0713886134326458
L21H12,21,tool_call_tags,2,0.022451036144047976,0.012069173622876406,-0.01038186252117157,0.022451036144047976,0.012069173622876406
L21H12,21,tools_block,2,0.20473244041204453,0.31756265461444855,0.11283021420240402,0.20473244041204453,0.31756265461444855
L21H12,21,user_block,2,0.03810650669038296,0.084718007594347,0.04661150090396404,0.03810650669038296,0.084718007594347
L23H6,23,contrast,2,0.000604112254222855,0.000525332783581689,-7.877947064116597e-05,0.000604112254222855,0.000525332783581689
L23H6,23,prefix_16,2,0.36191630363464355,0.44238027930259705,0.08046397566795349,0.36191630363464355,0.44238027930259705
L23H6,23,recent_32,2,0.06382904760539532,0.09134240448474884,0.027513356879353523,0.06382904760539532,0.09134240448474884
L23H6,23,tool_call_tags,2,0.0056850300170481205,0.006468749139457941,0.0007837191224098206,0.0056850300170481205,0.006468749139457941
L23H6,23,tools_block,2,0.011039872653782368,0.015201979782432318,0.00416210712864995,0.011039872653782368,0.015201979782432318
L23H6,23,user_block,2,0.03530012257397175,0.04544590041041374,0.010145777836441994,0.03530012257397175,0.04544590041041374
L24H6,24,contrast,2,0.0003174330759065924,0.001626076060347259,0.0013086429844406666,0.0003174330759065924,0.001626076060347259
L24H6,24,prefix_16,2,0.02108355425298214,0.250396229326725,0.22931267507374287,0.02108355425298214,0.250396229326725
L24H6,24,recent_32,2,0.004780380753800273,0.023825673386454582,0.01904529263265431,0.004780380753800273,0.023825673386454582
L24H6,24,tool_call_tags,2,0.951283186674118,0.6402373015880585,-0.31104588508605957,0.951283186674118,0.6402373015880585
L24H6,24,tools_block,2,0.006749256048351526,0.031239110976457596,0.02448985492810607,0.006749256048351526,0.031239110976457596
L24H6,24,user_block,2,0.009394311578944325,0.03905680030584335,0.029662488726899028,0.009394311578944325,0.03905680030584335
