sample_id,base_variant,step_idx,node,rescue_ratio,top1_is_tool,boundary_flip
codecontests_java_203,clean_no_schema,2,MLP27,0.4522058823529412,True,True
codecontests_java_203,clean_schema_mismatch,1,L21H12,0.7869318181818182,True,True
codecontests_java_203,clean_schema_mismatch,2,MLP27,0.8012982536764706,True,True
codecontests_java_203,clean_no_protocol,1,L21H12,4.973262032085562,False,False
codecontests_java_203,clean_no_protocol,2,MLP27,6.397058823529412,True,True
apps_python_204,clean_no_schema,1,L21H12,0.6086387434554974,False,False
apps_python_204,clean_no_schema,2,MLP27,0.5641361256544503,False,False
apps_python_204,clean_schema_mismatch,1,L21H12,1.0890052356020943,False,False
apps_python_204,clean_schema_mismatch,2,MLP27,1.5003272251308901,True,True
apps_python_204,clean_no_protocol,1,L21H12,1.9162303664921465,False,False
apps_python_204,clean_no_protocol,2,MLP27,3.081151832460733,False,False
codecontests_cpp_204,clean_no_schema,1,L21H12,0.33648255813953487,False,True
codecontests_cpp_204,clean_no_schema,2,MLP27,0.42023982558139533,True,True
codecontests_cpp_204,clean_schema_mismatch,1,L21H12,0.6642441860465116,False,False
codecontests_cpp_204,clean_schema_mismatch,2,MLP27,0.8283066860465116,True,True
codecontests_cpp_204,clean_no_protocol,1,L21H12,1.1686046511627908,False,False
codecontests_cpp_204,clean_no_protocol,2,MLP27,1.880813953488372,False,False
codecontests_java_204,clean_no_schema,1,L21H12,0.8711656441717791,False,True
codecontests_java_204,clean_no_schema,2,MLP27,0.9624233128834356,True,True
codecontests_java_204,clean_schema_mismatch,1,L21H12,0.5216641104294478,True,True
codecontests_java_204,clean_schema_mismatch,2,MLP27,0.561745111196319,True,True
codecontests_java_204,clean_no_protocol,1,L21H12,1.9846625766871167,False,False
codecontests_java_204,clean_no_protocol,2,MLP27,2.64340490797546,True,True
mbpp_python_204,clean_no_schema,1,L21H12,0.7786561264822134,False,False
mbpp_python_204,clean_no_schema,2,MLP27,0.6225296442687747,False,False
mbpp_python_204,clean_schema_mismatch,1,L21H12,1.0691699604743083,False,False
mbpp_python_204,clean_schema_mismatch,2,MLP27,1.450098814229249,False,True
mbpp_python_204,clean_no_protocol,1,L21H12,1.9288537549407114,False,False
mbpp_python_204,clean_no_protocol,2,MLP27,2.6936758893280635,False,False
apps_python_205,clean_no_schema,1,L21H12,0.9851851851851852,True,True
apps_python_205,clean_no_schema,2,MLP27,1.0546296296296296,True,True
apps_python_205,clean_schema_mismatch,1,L21H12,1.8796296296296295,False,True
apps_python_205,clean_schema_mismatch,2,MLP27,2.1104166666666666,True,True
apps_python_205,clean_no_protocol,1,L21H12,1.7518518518518518,False,False
apps_python_205,clean_no_protocol,2,MLP27,2.3814814814814813,True,True
codecontests_java_205,clean_no_schema,1,L21H12,0.431205035971223,False,False
codecontests_java_205,clean_no_schema,2,MLP27,0.5019671762589928,True,True
codecontests_java_205,clean_schema_mismatch,1,L21H12,0.6636690647482014,False,False
codecontests_java_205,clean_schema_mismatch,2,MLP27,0.8646020683453237,True,True
codecontests_java_205,clean_no_protocol,1,L21H12,1.0719424460431655,False,False
codecontests_java_205,clean_no_protocol,2,MLP27,1.868705035971223,False,False
apps_python_206,clean_no_schema,1,L21H12,0.8324607329842932,False,False
apps_python_206,clean_no_schema,2,MLP27,0.9149214659685864,True,True
apps_python_206,clean_schema_mismatch,1,L21H12,0.7051701570680629,True,True
apps_python_206,clean_schema_mismatch,2,MLP27,0.7618005562827225,True,True
apps_python_206,clean_no_protocol,1,L21H12,0.849476439790576,False,False
apps_python_206,clean_no_protocol,2,MLP27,1.1421793193717278,True,True
codecontests_cpp_206,clean_no_schema,1,L21H12,0.8144654088050315,False,False
codecontests_cpp_206,clean_no_schema,2,MLP27,1.0668238993710693,False,False
codecontests_cpp_206,clean_schema_mismatch,1,L21H12,0.9622641509433962,False,False
codecontests_cpp_206,clean_schema_mismatch,2,MLP27,1.421383647798742,False,True
codecontests_cpp_206,clean_no_protocol,1,L21H12,1.5849056603773586,False,False
codecontests_cpp_206,clean_no_protocol,2,MLP27,2.8176100628930816,False,False
codecontests_java_206,clean_no_schema,1,L21H12,0.7357723577235772,False,False
codecontests_java_206,clean_no_schema,2,MLP27,0.850609756097561,True,True
codecontests_java_206,clean_schema_mismatch,1,L21H12,0.8201219512195121,False,False
codecontests_java_206,clean_schema_mismatch,2,MLP27,0.9296557418699187,True,True
codecontests_java_206,clean_no_protocol,1,L21H12,1.3414634146341464,False,False
codecontests_java_206,clean_no_protocol,2,MLP27,2.298780487804878,False,False
apps_python_207,clean_no_schema,1,L21H12,0.1338263358778626,True,True
apps_python_207,clean_no_schema,2,MLP27,0.09064885496183206,True,True
apps_python_207,clean_schema_mismatch,1,L21H12,0.6085400763358778,True,True
apps_python_207,clean_schema_mismatch,2,MLP27,0.6385376908396947,True,True
apps_python_207,clean_no_protocol,1,L21H12,2.4656488549618323,False,False
apps_python_207,clean_no_protocol,2,MLP27,3.3931297709923665,False,False
codecontests_cpp_207,clean_no_schema,1,L21H12,0.8232466063348416,True,True
codecontests_cpp_207,clean_no_schema,2,MLP27,0.8602941176470589,True,True
codecontests_cpp_207,clean_schema_mismatch,1,L21H12,0.9015837104072398,False,False
codecontests_cpp_207,clean_schema_mismatch,2,MLP27,1.0586821266968325,True,True
codecontests_cpp_207,clean_no_protocol,1,L21H12,2.760180995475113,False,False
codecontests_cpp_207,clean_no_protocol,2,MLP27,4.028846153846154,True,True
codecontests_java_207,clean_no_schema,1,L21H12,0.5767045454545454,False,False
codecontests_java_207,clean_no_schema,2,MLP27,0.6426542207792207,True,True
codecontests_java_207,clean_schema_mismatch,1,L21H12,0.8141233766233766,False,False
codecontests_java_207,clean_schema_mismatch,2,MLP27,0.9754464285714286,True,True
codecontests_java_207,clean_no_protocol,1,L21H12,0.8311688311688312,False,False
codecontests_java_207,clean_no_protocol,2,MLP27,1.291396103896104,False,False
apps_python_208,clean_no_schema,1,L21H12,0.15808823529411764,True,True
apps_python_208,clean_no_schema,2,MLP27,0.13848039215686275,False,True
apps_python_208,clean_schema_mismatch,1,L21H12,0.5498366013071896,False,True
apps_python_208,clean_schema_mismatch,2,MLP27,0.6530841503267973,True,True
apps_python_208,clean_no_protocol,1,L21H12,1.5294117647058822,False,False
apps_python_208,clean_no_protocol,2,MLP27,2.4673202614379086,False,False
codecontests_java_208,clean_no_schema,1,L21H12,0.49686192468619245,False,False
codecontests_java_208,clean_no_schema,2,MLP27,0.6072175732217573,True,True
codecontests_java_208,clean_schema_mismatch,1,L21H12,0.5920502092050209,False,True
codecontests_java_208,clean_schema_mismatch,2,MLP27,0.6819429916317992,True,True
codecontests_java_208,clean_no_protocol,1,L21H12,1.1757322175732217,False,False
codecontests_java_208,clean_no_protocol,2,MLP27,2.0052301255230125,True,False
apps_python_209,clean_no_schema,1,L21H12,0.2173202614379085,True,True
apps_python_209,clean_no_schema,2,MLP27,0.15522875816993464,True,True
apps_python_209,clean_schema_mismatch,1,L21H12,0.9285130718954249,True,True
apps_python_209,clean_schema_mismatch,2,MLP27,0.9760008169934641,True,True
apps_python_209,clean_no_protocol,1,L21H12,2.934640522875817,False,False
apps_python_209,clean_no_protocol,2,MLP27,3.6241830065359477,False,False
codecontests_java_209,clean_no_schema,1,L21H12,1.2143382352941177,True,True
codecontests_java_209,clean_no_schema,2,MLP27,1.2362132352941178,True,True
codecontests_java_209,clean_schema_mismatch,1,L21H12,0.3772518382352941,True,True
codecontests_java_209,clean_schema_mismatch,2,MLP27,0.3766888786764706,True,True
codecontests_java_209,clean_no_protocol,1,L21H12,1.8147058823529412,False,False
codecontests_java_209,clean_no_protocol,2,MLP27,2.4573529411764707,True,True
apps_python_210,clean_no_schema,1,L21H12,0.3767605633802817,False,False
apps_python_210,clean_no_schema,2,MLP27,0.34507042253521125,False,False
apps_python_210,clean_schema_mismatch,1,L21H12,1.028169014084507,True,True
apps_python_210,clean_schema_mismatch,2,MLP27,1.1349031690140845,True,True
apps_python_210,clean_no_protocol,1,L21H12,2.084507042253521,False,False
apps_python_210,clean_no_protocol,2,MLP27,3.3274647887323945,False,True
codecontests_java_210,clean_no_schema,1,L21H12,0.721318493150685,True,True
codecontests_java_210,clean_no_schema,2,MLP27,0.7763270547945206,True,True
codecontests_java_210,clean_schema_mismatch,1,L21H12,0.3446061643835616,True,True
codecontests_java_210,clean_schema_mismatch,2,MLP27,0.3502013324058219,True,True
codecontests_java_210,clean_no_protocol,1,L21H12,1.9726027397260273,False,False
codecontests_java_210,clean_no_protocol,2,MLP27,2.7579195205479454,True,True
apps_python_211,clean_no_schema,1,L21H12,0.5226244343891403,False,False
apps_python_211,clean_no_schema,2,MLP27,0.5950226244343891,False,True
apps_python_211,clean_schema_mismatch,1,L21H12,0.1166218891402715,True,True
apps_python_211,clean_schema_mismatch,2,MLP27,0.11686934389140272,True,True
apps_python_211,clean_no_protocol,1,L21H12,1.1990950226244343,False,False
apps_python_211,clean_no_protocol,2,MLP27,1.8653846153846154,False,False
codecontests_cpp_211,clean_no_schema,1,L21H12,0.8808290155440415,False,False
codecontests_cpp_211,clean_no_schema,2,MLP27,1.189119170984456,False,False
codecontests_cpp_211,clean_schema_mismatch,1,L21H12,0.8419689119170984,False,False
codecontests_cpp_211,clean_schema_mismatch,2,MLP27,1.1586787564766838,True,True
codecontests_cpp_211,clean_no_protocol,1,L21H12,1.1761658031088082,False,False
codecontests_cpp_211,clean_no_protocol,2,MLP27,2.018134715025907,False,False
codecontests_java_211,clean_no_schema,1,L21H12,1.1507936507936507,False,False
codecontests_java_211,clean_no_schema,2,MLP27,1.2966269841269842,True,True
codecontests_java_211,clean_schema_mismatch,1,L21H12,0.8640873015873016,True,True
codecontests_java_211,clean_schema_mismatch,2,MLP27,0.9093605324074074,True,True
codecontests_java_211,clean_no_protocol,1,L21H12,0.6772486772486772,False,False
codecontests_java_211,clean_no_protocol,2,MLP27,0.941385582010582,True,True
apps_python_212,clean_no_schema,1,L21H12,0.47029702970297027,False,False
apps_python_212,clean_no_schema,2,MLP27,0.44801980198019803,False,False
apps_python_212,clean_schema_mismatch,1,L21H12,1.0334158415841583,False,False
apps_python_212,clean_schema_mismatch,2,MLP27,1.1633663366336633,True,True
apps_python_212,clean_no_protocol,1,L21H12,1.6435643564356435,False,False
apps_python_212,clean_no_protocol,2,MLP27,2.5841584158415842,False,False
codecontests_java_212,clean_no_schema,1,L21H12,0.3404255319148936,True,True
codecontests_java_212,clean_no_schema,2,MLP27,0.37145390070921985,True,True
codecontests_java_212,clean_schema_mismatch,1,L21H12,0.9233156028368794,True,True
codecontests_java_212,clean_schema_mismatch,2,MLP27,0.9579454787234043,True,True
codecontests_java_212,clean_no_protocol,1,L21H12,2.1702127659574466,False,False
codecontests_java_212,clean_no_protocol,2,MLP27,3.254432624113475,True,True
apps_python_213,clean_no_schema,1,L21H12,0.7872340425531915,False,False
apps_python_213,clean_no_schema,2,MLP27,0.9180851063829787,False,False
apps_python_213,clean_schema_mismatch,1,L21H12,1.3085106382978724,False,False
apps_python_213,clean_schema_mismatch,2,MLP27,1.7731382978723405,True,True
apps_python_213,clean_no_protocol,1,L21H12,1.9234042553191488,False,False
apps_python_213,clean_no_protocol,2,MLP27,3.0617021276595744,False,False
codecontests_cpp_213,clean_no_schema,1,L21H12,0.5144557823129252,True,True
codecontests_cpp_213,clean_no_schema,2,MLP27,0.6133078231292517,True,True
codecontests_cpp_213,clean_schema_mismatch,1,L21H12,2.738095238095238,False,False
codecontests_cpp_213,clean_schema_mismatch,2,MLP27,2.9651360544217686,True,True
codecontests_cpp_213,clean_no_protocol,1,L21H12,3.578231292517007,False,False
codecontests_cpp_213,clean_no_protocol,2,MLP27,4.542942176870748,True,True
codecontests_java_213,clean_no_schema,1,L21H12,0.7051724137931035,False,False
codecontests_java_213,clean_no_schema,2,MLP27,0.7396551724137931,False,False
codecontests_java_213,clean_schema_mismatch,1,L21H12,1.5275862068965518,False,False
codecontests_java_213,clean_schema_mismatch,2,MLP27,1.763793103448276,False,True
codecontests_java_213,clean_no_protocol,1,L21H12,1.6517241379310346,False,False
codecontests_java_213,clean_no_protocol,2,MLP27,2.3025862068965517,False,True
apps_python_214,clean_no_schema,1,L21H12,0.22494369369369369,True,True
apps_python_214,clean_no_schema,2,MLP27,0.1751126126126126,False,True
apps_python_214,clean_schema_mismatch,1,L21H12,0.38006756756756754,False,True
apps_python_214,clean_schema_mismatch,2,MLP27,0.5093609234234234,True,True
apps_python_214,clean_no_protocol,1,L21H12,1.8738738738738738,False,False
apps_python_214,clean_no_protocol,2,MLP27,2.777027027027027,False,False
codecontests_java_214,clean_no_schema,1,L21H12,2.142543859649123,False,False
codecontests_java_214,clean_no_schema,2,MLP27,2.5520833333333335,True,True
codecontests_java_214,clean_schema_mismatch,1,L21H12,0.20411441200657895,True,True
codecontests_java_214,clean_schema_mismatch,2,MLP27,0.20470334772478072,True,True
codecontests_java_214,clean_no_protocol,1,L21H12,1.7719298245614035,False,False
codecontests_java_214,clean_no_protocol,2,MLP27,2.3578673245614037,True,True
apps_python_215,clean_no_schema,1,L21H12,0.05091911764705882,True,True
apps_python_215,clean_no_schema,2,MLP27,0.05229779411764706,True,True
apps_python_215,clean_schema_mismatch,1,L21H12,1.3198529411764706,True,True
apps_python_215,clean_schema_mismatch,2,MLP27,1.4204044117647059,True,True
apps_python_215,clean_no_protocol,1,L21H12,0.861764705882353,False,False
apps_python_215,clean_no_protocol,2,MLP27,1.171139705882353,True,True
codecontests_cpp_215,clean_no_schema,1,L21H12,0.7324561403508771,False,True
codecontests_cpp_215,clean_no_schema,2,MLP27,0.8020833333333334,True,True
codecontests_cpp_215,clean_schema_mismatch,1,L21H12,1.4276315789473684,False,False
codecontests_cpp_215,clean_schema_mismatch,2,MLP27,1.7859100877192982,True,True
codecontests_cpp_215,clean_no_protocol,1,L21H12,1.4298245614035088,False,False
codecontests_cpp_215,clean_no_protocol,2,MLP27,2.2708333333333335,True,True
codecontests_java_215,clean_no_schema,1,L21H12,0.44125939849624063,False,False
codecontests_java_215,clean_no_schema,2,MLP27,0.5146851503759399,True,True
codecontests_java_215,clean_schema_mismatch,1,L21H12,0.1458529135338346,True,True
codecontests_java_215,clean_schema_mismatch,2,MLP27,0.15310737781954886,True,True
codecontests_java_215,clean_no_protocol,1,L21H12,1.3533834586466165,False,False
codecontests_java_215,clean_no_protocol,2,MLP27,1.9081296992481203,True,True
apps_python_216,clean_no_schema,1,L21H12,0.7303149606299213,False,False
apps_python_216,clean_no_schema,2,MLP27,0.7834645669291339,False,False
apps_python_216,clean_schema_mismatch,1,L21H12,0.34375,True,True
apps_python_216,clean_schema_mismatch,2,MLP27,0.3673720472440945,True,True
apps_python_216,clean_no_protocol,1,L21H12,1.2598425196850394,False,False
apps_python_216,clean_no_protocol,2,MLP27,1.736220472440945,False,False
codecontests_cpp_216,clean_no_schema,1,L21H12,0.9543918918918919,False,False
codecontests_cpp_216,clean_no_schema,2,MLP27,1.2191722972972974,True,True
codecontests_cpp_216,clean_schema_mismatch,1,L21H12,1.885135135135135,False,False
codecontests_cpp_216,clean_schema_mismatch,2,MLP27,2.1186655405405403,True,True
codecontests_cpp_216,clean_no_protocol,1,L21H12,2.418918918918919,False,False
codecontests_cpp_216,clean_no_protocol,2,MLP27,3.8902027027027026,False,False
codecontests_java_216,clean_no_schema,1,L21H12,0.9375,False,False
codecontests_java_216,clean_no_schema,2,MLP27,1.0815104166666667,True,True
codecontests_java_216,clean_schema_mismatch,1,L21H12,1.18828125,False,False
codecontests_java_216,clean_schema_mismatch,2,MLP27,1.2481363932291667,True,True
codecontests_java_216,clean_no_protocol,1,L21H12,1.009375,False,False
codecontests_java_216,clean_no_protocol,2,MLP27,1.201171875,True,True
apps_python_217,clean_no_schema,1,L21H12,0.007666308008982036,True,True
apps_python_217,clean_no_schema,2,MLP27,-0.022688997005988025,True,True
apps_python_217,clean_schema_mismatch,1,L21H12,0.7934131736526946,False,False
apps_python_217,clean_schema_mismatch,2,MLP27,1.0271332335329342,True,True
apps_python_217,clean_no_protocol,1,L21H12,1.81437125748503,False,False
apps_python_217,clean_no_protocol,2,MLP27,2.461077844311377,False,False
codecontests_java_217,clean_no_schema,1,L21H12,0.07722513089005235,True,True
codecontests_java_217,clean_no_schema,2,MLP27,0.09910831151832461,True,True
codecontests_java_217,clean_schema_mismatch,1,L21H12,0.04286649214659686,True,True
codecontests_java_217,clean_schema_mismatch,2,MLP27,0.04773907886125654,True,True
codecontests_java_217,clean_no_protocol,1,L21H12,1.774869109947644,False,False
codecontests_java_217,clean_no_protocol,2,MLP27,2.8710732984293195,True,True
apps_python_218,clean_no_schema,1,L21H12,0.31791338582677164,False,False
apps_python_218,clean_no_schema,2,MLP27,0.3188976377952756,False,False
apps_python_218,clean_schema_mismatch,1,L21H12,1.110236220472441,False,False
apps_python_218,clean_schema_mismatch,2,MLP27,1.779527559055118,False,False
apps_python_218,clean_no_protocol,1,L21H12,1.6062992125984252,False,False
apps_python_218,clean_no_protocol,2,MLP27,2.3897637795275593,False,False
codecontests_cpp_218,clean_no_schema,1,L21H12,0.07576438848920863,True,True
codecontests_cpp_218,clean_no_schema,2,MLP27,0.09897706834532374,True,True
codecontests_cpp_218,clean_schema_mismatch,1,L21H12,0.8093525179856115,False,False
codecontests_cpp_218,clean_schema_mismatch,2,MLP27,1.0224820143884892,True,True
codecontests_cpp_218,clean_no_protocol,1,L21H12,1.381294964028777,False,False
codecontests_cpp_218,clean_no_protocol,2,MLP27,2.533273381294964,True,True
codecontests_java_218,clean_no_schema,1,L21H12,0.13212719298245615,False,True
codecontests_java_218,clean_no_schema,2,MLP27,0.15999634502923976,True,True
codecontests_java_218,clean_schema_mismatch,1,L21H12,0.4130116959064328,False,False
codecontests_java_218,clean_schema_mismatch,2,MLP27,0.5209247076023392,True,True
codecontests_java_218,clean_no_protocol,1,L21H12,0.5760233918128655,False,False
codecontests_java_218,clean_no_protocol,2,MLP27,1.0211988304093567,False,False
apps_python_219,clean_no_schema,1,L21H12,0.8854166666666666,False,False
apps_python_219,clean_no_schema,2,MLP27,0.9077380952380952,False,False
apps_python_219,clean_schema_mismatch,1,L21H12,1.1488095238095237,False,False
apps_python_219,clean_schema_mismatch,2,MLP27,1.4944196428571428,True,True
apps_python_219,clean_no_protocol,1,L21H12,1.4166666666666667,False,False
apps_python_219,clean_no_protocol,2,MLP27,2.1041666666666665,False,False
codecontests_cpp_219,clean_no_schema,1,L21H12,0.05149147727272727,True,True
codecontests_cpp_219,clean_no_schema,2,MLP27,0.06221590909090909,True,True
codecontests_cpp_219,clean_schema_mismatch,1,L21H12,0.2649147727272727,True,True
codecontests_cpp_219,clean_schema_mismatch,2,MLP27,0.2906072443181818,True,True
codecontests_cpp_219,clean_no_protocol,1,L21H12,1.4954545454545454,False,False
codecontests_cpp_219,clean_no_protocol,2,MLP27,2.150284090909091,True,True
codecontests_java_219,clean_no_schema,1,L21H12,0.8022904829545454,True,True
codecontests_java_219,clean_no_schema,2,MLP27,0.8205788352272727,True,True
codecontests_java_219,clean_schema_mismatch,1,L21H12,1.0226384943181819,True,True
codecontests_java_219,clean_schema_mismatch,2,MLP27,1.0389792702414773,True,True
codecontests_java_219,clean_no_protocol,1,L21H12,0.8799715909090909,False,False
codecontests_java_219,clean_no_protocol,2,MLP27,1.0310946377840908,True,True
apps_python_220,clean_no_schema,1,L21H12,0.059375,True,True
apps_python_220,clean_no_schema,2,MLP27,0.068125,True,True
apps_python_220,clean_schema_mismatch,1,L21H12,0.57125,False,False
apps_python_220,clean_schema_mismatch,2,MLP27,0.7275,True,True
apps_python_220,clean_no_protocol,1,L21H12,1.49,False,False
apps_python_220,clean_no_protocol,2,MLP27,2.16625,False,False
codecontests_cpp_220,clean_no_schema,1,L21H12,0.26914739884393063,True,True
codecontests_cpp_220,clean_no_schema,2,MLP27,0.3105130057803468,True,True
codecontests_cpp_220,clean_schema_mismatch,1,L21H12,1.407514450867052,False,False
codecontests_cpp_220,clean_schema_mismatch,2,MLP27,1.6490245664739884,True,True
codecontests_cpp_220,clean_no_protocol,1,L21H12,2.61271676300578,False,False
codecontests_cpp_220,clean_no_protocol,2,MLP27,3.958092485549133,True,False
codecontests_java_220,clean_no_schema,1,L21H12,1.1534926470588236,True,True
codecontests_java_220,clean_no_schema,2,MLP27,1.1878063725490196,True,True
codecontests_java_220,clean_schema_mismatch,1,L21H12,1.1631433823529411,True,True
codecontests_java_220,clean_schema_mismatch,2,MLP27,1.1768152573529411,True,True
codecontests_java_220,clean_no_protocol,1,L21H12,1.7181372549019607,True,True
codecontests_java_220,clean_no_protocol,2,MLP27,1.8171338848039216,True,True
apps_python_221,clean_no_schema,1,L21H12,0.13098086124401914,True,True
apps_python_221,clean_no_schema,2,MLP27,0.08911483253588516,True,True
apps_python_221,clean_schema_mismatch,1,L21H12,1.1898923444976077,True,True
apps_python_221,clean_schema_mismatch,2,MLP27,1.2236842105263157,True,True
apps_python_221,clean_no_protocol,1,L21H12,2.722488038277512,False,False
apps_python_221,clean_no_protocol,2,MLP27,3.2392344497607657,False,False
codecontests_java_221,clean_no_schema,1,L21H12,1.0301724137931034,True,True
codecontests_java_221,clean_no_schema,2,MLP27,1.0780711206896552,True,True
codecontests_java_221,clean_schema_mismatch,1,L21H12,0.9375,True,True
codecontests_java_221,clean_schema_mismatch,2,MLP27,0.9513756061422414,True,True
codecontests_java_221,clean_no_protocol,1,L21H12,0.9758620689655172,False,False
codecontests_java_221,clean_no_protocol,2,MLP27,1.0939251077586207,True,True
mbpp_python_221,clean_no_schema,1,L21H12,0.31642857142857145,True,True
mbpp_python_221,clean_no_schema,2,MLP27,0.21357142857142858,False,False
mbpp_python_221,clean_schema_mismatch,1,L21H12,1.5657142857142856,False,False
mbpp_python_221,clean_schema_mismatch,2,MLP27,1.9985714285714287,False,True
mbpp_python_221,clean_no_protocol,1,L21H12,3.08,False,False
mbpp_python_221,clean_no_protocol,2,MLP27,3.934285714285714,False,False
apps_python_222,clean_no_schema,1,L21H12,0.03048495103686636,True,True
apps_python_222,clean_no_schema,2,MLP27,0.000576036866359447,True,True
apps_python_222,clean_schema_mismatch,1,L21H12,0.3450460829493088,True,True
apps_python_222,clean_schema_mismatch,2,MLP27,0.430767569124424,True,True
apps_python_222,clean_no_protocol,1,L21H12,2.377880184331797,False,False
apps_python_222,clean_no_protocol,2,MLP27,3.129032258064516,False,False
codecontests_java_222,clean_no_schema,1,L21H12,0.2858952702702703,True,True
codecontests_java_222,clean_no_schema,2,MLP27,0.2934966216216216,True,True
codecontests_java_222,clean_schema_mismatch,1,L21H12,1.7314189189189189,True,True
codecontests_java_222,clean_schema_mismatch,2,MLP27,1.7709565033783783,True,True
codecontests_java_222,clean_no_protocol,1,L21H12,4.4972972972972975,False,False
codecontests_java_222,clean_no_protocol,2,MLP27,5.897972972972973,True,True
apps_python_223,clean_no_schema,1,L21H12,0.0396286231884058,True,True
apps_python_223,clean_no_schema,2,MLP27,0.021437198067632852,True,True
apps_python_223,clean_schema_mismatch,1,L21H12,2.1159420289855073,False,False
apps_python_223,clean_schema_mismatch,2,MLP27,2.6696859903381642,True,True
apps_python_223,clean_no_protocol,1,L21H12,1.565217391304348,False,False
apps_python_223,clean_no_protocol,2,MLP27,2.7028985507246377,False,False
codecontests_cpp_223,clean_no_schema,1,L21H12,0.4888663967611336,True,True
codecontests_cpp_223,clean_no_schema,2,MLP27,0.5875506072874493,True,True
codecontests_cpp_223,clean_schema_mismatch,1,L21H12,0.6892712550607287,True,True
codecontests_cpp_223,clean_schema_mismatch,2,MLP27,0.8100961538461539,True,True
codecontests_cpp_223,clean_no_protocol,1,L21H12,1.5546558704453441,False,False
codecontests_cpp_223,clean_no_protocol,2,MLP27,2.4979757085020244,False,False
codecontests_java_223,clean_no_schema,1,L21H12,0.5387254901960784,False,False
codecontests_java_223,clean_no_schema,2,MLP27,0.6138480392156863,True,True
codecontests_java_223,clean_schema_mismatch,1,L21H12,0.15180759803921567,True,True
codecontests_java_223,clean_schema_mismatch,2,MLP27,0.15686657475490196,True,True
codecontests_java_223,clean_no_protocol,1,L21H12,1.8666666666666667,False,False
codecontests_java_223,clean_no_protocol,2,MLP27,2.6098039215686275,False,True
apps_python_224,clean_no_schema,1,L21H12,0.48148148148148145,False,True
apps_python_224,clean_no_schema,2,MLP27,0.5621693121693122,False,True
apps_python_224,clean_schema_mismatch,1,L21H12,0.7208994708994709,False,False
apps_python_224,clean_schema_mismatch,2,MLP27,0.9639550264550265,True,True
apps_python_224,clean_no_protocol,1,L21H12,2.1587301587301586,False,False
apps_python_224,clean_no_protocol,2,MLP27,2.814814814814815,False,False
codecontests_cpp_224,clean_no_schema,1,L21H12,0.4272598870056497,True,True
codecontests_cpp_224,clean_no_schema,2,MLP27,0.5120056497175142,True,True
codecontests_cpp_224,clean_schema_mismatch,1,L21H12,1.25,True,True
codecontests_cpp_224,clean_schema_mismatch,2,MLP27,1.3125662076271187,True,True
codecontests_cpp_224,clean_no_protocol,1,L21H12,2.8135593220338984,False,False
codecontests_cpp_224,clean_no_protocol,2,MLP27,4.237288135593221,True,True
codecontests_java_224,clean_no_schema,1,L21H12,0.889792899408284,True,True
codecontests_java_224,clean_no_schema,2,MLP27,0.9241863905325444,True,True
codecontests_java_224,clean_schema_mismatch,1,L21H12,0.7936852810650887,True,True
codecontests_java_224,clean_schema_mismatch,2,MLP27,0.8040171967455622,True,True
codecontests_java_224,clean_no_protocol,1,L21H12,4.029585798816568,False,False
codecontests_java_224,clean_no_protocol,2,MLP27,5.08228550295858,True,True
mbpp_python_224,clean_no_schema,1,L21H12,0.5611233480176211,True,True
mbpp_python_224,clean_no_schema,2,MLP27,0.5872797356828194,True,True
mbpp_python_224,clean_schema_mismatch,1,L21H12,1.4416299559471366,False,True
mbpp_python_224,clean_schema_mismatch,2,MLP27,1.5565459801762114,True,True
mbpp_python_224,clean_no_protocol,1,L21H12,0.9493392070484582,False,False
mbpp_python_224,clean_no_protocol,2,MLP27,1.2227422907488987,True,True
apps_python_225,clean_no_schema,1,L21H12,0.10162213740458015,False,True
apps_python_225,clean_no_schema,2,MLP27,0.07681297709923664,False,True
apps_python_225,clean_schema_mismatch,1,L21H12,0.7767175572519084,False,False
apps_python_225,clean_schema_mismatch,2,MLP27,1.0432371183206106,True,True
apps_python_225,clean_no_protocol,1,L21H12,1.618320610687023,False,False
apps_python_225,clean_no_protocol,2,MLP27,2.5381679389312977,False,False
codecontests_cpp_225,clean_no_schema,1,L21H12,1.378787878787879,False,False
codecontests_cpp_225,clean_no_schema,2,MLP27,1.928030303030303,False,True
codecontests_cpp_225,clean_schema_mismatch,1,L21H12,0.6016414141414141,False,True
codecontests_cpp_225,clean_schema_mismatch,2,MLP27,0.733270202020202,True,True
codecontests_cpp_225,clean_no_protocol,1,L21H12,2.292929292929293,False,False
codecontests_cpp_225,clean_no_protocol,2,MLP27,4.2146464646464645,False,False
codecontests_java_225,clean_no_schema,1,L21H12,0.8200934579439252,False,False
codecontests_java_225,clean_no_schema,2,MLP27,0.9040595794392523,True,True
codecontests_java_225,clean_schema_mismatch,1,L21H12,0.9240654205607477,True,True
codecontests_java_225,clean_schema_mismatch,2,MLP27,0.9926620911214953,True,True
codecontests_java_225,clean_no_protocol,1,L21H12,2.032710280373832,False,False
codecontests_java_225,clean_no_protocol,2,MLP27,2.8271028037383177,True,True
codecontests_java_226,clean_no_schema,1,L21H12,0.59765625,True,True
codecontests_java_226,clean_no_schema,2,MLP27,0.6729329427083334,True,True
codecontests_java_226,clean_schema_mismatch,1,L21H12,0.2779947916666667,True,True
codecontests_java_226,clean_schema_mismatch,2,MLP27,0.296142578125,True,True
codecontests_java_226,clean_no_protocol,1,L21H12,1.75,False,False
