sample_id,head,variant,span,attn_mass,attn_density,n_tokens
codecontests_cpp_3,L2H14,clean,tail_suffix,0.07265281677246094,0.006604801397770643,11
codecontests_cpp_3,L2H14,clean,task_body,0.1467236578464508,0.0017261606408283114,85
codecontests_cpp_3,L2H14,corrupt,lead_phrase,0.11963137984275818,0.05981568992137909,2
codecontests_cpp_3,L2H14,corrupt,function_body_anchor,0.008873370476067066,0.004436685238033533,2
codecontests_cpp_3,L2H14,corrupt,file_target,0.02001115307211876,0.01000557653605938,2
codecontests_cpp_3,L2H14,corrupt,tail_suffix,0.07535778731107712,0.006850707810372114,11
codecontests_cpp_3,L2H14,corrupt,task_body,0.1407417505979538,0.0016557852504774928,85
codecontests_cpp_3,L16H8,clean,lead_phrase,0.0066400086507201195,0.0033200043253600597,2
codecontests_cpp_3,L16H8,clean,function_body_anchor,0.03499150648713112,0.01749575324356556,2
codecontests_cpp_3,L16H8,clean,file_target,0.017051130533218384,0.008525565266609192,2
codecontests_cpp_3,L16H8,clean,tail_suffix,0.10227388888597488,0.009297626093029976,11
codecontests_cpp_3,L16H8,clean,task_body,0.19472619891166687,0.002290896372869611,85
codecontests_cpp_3,L16H8,corrupt,lead_phrase,0.004316020756959915,0.0021580103784799576,2
codecontests_cpp_3,L16H8,corrupt,function_body_anchor,0.034654561430215836,0.017327280715107918,2
codecontests_cpp_3,L16H8,corrupt,file_target,0.014428289607167244,0.007214144803583622,2
codecontests_cpp_3,L16H8,corrupt,tail_suffix,0.0705893263220787,0.00641721161082387,11
codecontests_cpp_3,L16H8,corrupt,task_body,0.27001115679740906,0.0031766018364578485,85
codecontests_cpp_3,L17H2,clean,lead_phrase,0.007148650009185076,0.003574325004592538,2
codecontests_cpp_3,L17H2,clean,function_body_anchor,0.009397028014063835,0.004698514007031918,2
codecontests_cpp_3,L17H2,clean,file_target,0.006737947463989258,0.003368973731994629,2
codecontests_cpp_3,L17H2,clean,tail_suffix,0.05801038444042206,0.005273671355098486,11
