sample_id,stage_idx,nodes,rescue_ratio,decision_score,tool_top1,boundary_flip
codecontests_java_6,3,L2H14|MLP11|MLP16,0.35064935064935066,-6.0830078125,False,False
codecontests_java_6,4,L2H14|MLP11|MLP16|MLP19,0.6282467532467533,-3.44921875,False,False
codecontests_java_6,5,L2H14|MLP11|MLP16|MLP19|L20H5,0.7451298701298701,-2.267578125,False,False
codecontests_java_6,6,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1,0.9013798701298701,-0.4765625,False,False
codecontests_java_6,7,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1|L21H12,0.9903104707792207,1.68017578125,True,True
codecontests_java_6,8,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1|L21H12|L24H6,0.9903104707792207,1.68017578125,True,True
codecontests_java_6,9,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1|L21H12|L24H6|MLP27,0.9996575689935064,3.0748291015625,True,True
codecontests_java_7,1,L2H14,0.14705882352941177,-5.438835144042969,False,False
codecontests_java_7,2,L2H14|MLP11,0.5759803921568627,-2.638671875,False,False
codecontests_java_7,3,L2H14|MLP11|MLP16,0.7438725490196079,-1.4091796875,False,False
codecontests_java_7,4,L2H14|MLP11|MLP16|MLP19,0.9178921568627451,0.33203125,True,True
codecontests_java_7,5,L2H14|MLP11|MLP16|MLP19|L20H5,0.9252450980392157,0.4375,True,True
codecontests_java_7,6,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1,0.9641544117647058,1.216796875,True,True
codecontests_java_7,7,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1|L21H12,0.9941789215686274,2.541015625,True,True
codecontests_java_7,8,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1|L21H12|L24H6,0.9953852634803921,2.6580810546875,True,True
codecontests_java_7,9,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1|L21H12|L24H6|MLP27,0.9997594496783089,3.6234664916992188,True,True
apps_python_8,1,L2H14,0.11004784688995216,-2.90093994140625,False,False
apps_python_8,2,L2H14|MLP11,0.24401913875598086,-2.4483642578125,False,False
apps_python_8,3,L2H14|MLP11|MLP16,0.47129186602870815,-1.65087890625,False,False
apps_python_8,4,L2H14|MLP11|MLP16|MLP19,0.8995215311004785,0.51171875,True,True
apps_python_8,5,L2H14|MLP11|MLP16|MLP19|L20H5,0.9114832535885168,0.625,True,True
apps_python_8,6,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1,0.9506578947368421,1.0810546875,True,True
apps_python_8,7,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1|L21H12,0.9906175239234449,2.0006103515625,True,True
apps_python_8,8,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1|L21H12|L24H6,0.9878887559808612,1.89794921875,True,True
apps_python_8,9,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1|L21H12|L24H6|MLP27,0.9883373205741627,1.9150390625,True,True
apps_python_9,1,L2H14,-0.33649289099526064,-4.3909912109375,False,False
apps_python_9,2,L2H14|MLP11,0.009478672985781991,-3.2576904296875,False,False
apps_python_9,3,L2H14|MLP11|MLP16,0.44786729857819907,-1.724609375,False,False
apps_python_9,4,L2H14|MLP11|MLP16|MLP19,0.7902843601895735,-0.267578125,False,False
apps_python_9,5,L2H14|MLP11|MLP16|MLP19|L20H5,0.8613744075829384,0.19140625,True,True
apps_python_9,6,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1,0.9268364928909952,0.7744140625,True,True
apps_python_9,7,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1|L21H12,0.9767476303317536,1.57177734375,True,True
apps_python_9,8,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1|L21H12|L24H6,0.9854117298578199,1.819091796875,True,True
apps_python_9,9,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1|L21H12|L24H6|MLP27,0.9968342713270142,2.41143798828125,True,True
codecontests_cpp_9,1,L2H14,0.22522522522522523,-2.67620849609375,False,False
codecontests_cpp_9,2,L2H14|MLP11,-0.2882882882882883,-4.45361328125,False,False
codecontests_cpp_9,3,L2H14|MLP11|MLP16,0.20270270270270271,-2.740234375,False,False
codecontests_cpp_9,4,L2H14|MLP11|MLP16|MLP19,0.7894144144144144,-0.21875,False,False
codecontests_cpp_9,5,L2H14|MLP11|MLP16|MLP19|L20H5,0.857545045045045,0.205078125,True,True
codecontests_cpp_9,6,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1,0.9563626126126126,1.2705078125,True,True
codecontests_cpp_9,7,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1|L21H12,0.9945101351351351,2.46533203125,True,True
codecontests_cpp_9,8,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1|L21H12|L24H6,0.9972198761261262,2.6934814453125,True,True
codecontests_cpp_9,9,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1|L21H12|L24H6|MLP27,0.9989574535472973,2.9651336669921875,True,True
codecontests_java_9,1,L2H14,0.1564625850340136,-7.73748779296875,False,False
codecontests_java_9,2,L2H14|MLP11,0.5068027210884354,-4.519775390625,False,False
codecontests_java_9,3,L2H14|MLP11|MLP16,0.6258503401360545,-3.3369140625,False,False
codecontests_java_9,4,L2H14|MLP11|MLP16|MLP19,0.8290816326530612,-1.20703125,False,False
codecontests_java_9,5,L2H14|MLP11|MLP16|MLP19|L20H5,0.9136904761904762,-0.10546875,True,False
codecontests_java_9,6,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1,0.9532312925170068,0.6484375,True,True
codecontests_java_9,7,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1|L21H12,0.9934098639455783,2.283203125,True,True
codecontests_java_9,8,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1|L21H12|L24H6,0.9951636904761905,2.51806640625,True,True
codecontests_java_9,9,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1|L21H12|L24H6|MLP27,0.9980867346938775,3.091796875,True,True
apps_python_10,1,L2H14,0.05813953488372093,-1.8980121612548828,False,False
apps_python_10,2,L2H14|MLP11,0.5271317829457365,-0.8173828125,False,False
apps_python_10,3,L2H14|MLP11|MLP16,0.8517441860465116,0.369140625,True,True
apps_python_10,4,L2H14|MLP11|MLP16|MLP19,0.9698401162790697,1.423583984375,True,True
apps_python_10,5,L2H14|MLP11|MLP16|MLP19|L20H5,0.9875847868217055,1.8499755859375,True,True
apps_python_10,6,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1,0.9907945736434108,1.9501953125,True,True
apps_python_10,7,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1|L21H12,0.9953367248062015,2.1781005859375,True,True
apps_python_10,8,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1|L21H12|L24H6,0.9968356346899225,2.274871826171875,True,True
apps_python_10,9,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1|L21H12|L24H6|MLP27,0.9999472448068072,2.6873936653137207,True,True
