sample_id,node,rank,token,logit_delta,tool_token_delta,distractor_token_delta
apps_python_1,MLP11,1,_CSV,1.2265625,0.5,-0.875
apps_python_1,MLP11,2,.createTextNode,1.203125,0.5,-0.875
apps_python_1,MLP11,3, SqlParameter,1.1796875,0.5,-0.875
apps_python_1,MLP11,4,häuser,1.140625,0.5,-0.875
apps_python_1,MLP11,5,[Byte,1.125,0.5,-0.875
apps_python_1,MLP16,1, τ,2.40625,1.625,-3.5
apps_python_1,MLP16,2,""":[""",2.296875,1.625,-3.5
apps_python_1,MLP16,3,扺,2.25,1.625,-3.5
apps_python_1,MLP16,4, Json,2.25,1.625,-3.5
apps_python_1,MLP16,5, SqlParameter,2.15625,1.625,-3.5
apps_python_1,MLP19,1,_CSV,2.46875,1.125,-1.875
apps_python_1,MLP19,2,(Arrays,2.015625,1.125,-1.875
apps_python_1,MLP19,3, τ,1.984375,1.125,-1.875
apps_python_1,MLP19,4, CSV,1.96875,1.125,-1.875
apps_python_1,MLP19,5, ∧,1.9375,1.125,-1.875
codecontests_cpp_1,MLP11,1,我们需要,1.234375,-0.625,0.5
codecontests_cpp_1,MLP11,2,Ub,1.140625,-0.625,0.5
codecontests_cpp_1,MLP11,3,nP,1.125,-0.625,0.5
codecontests_cpp_1,MLP11,4, ned,1.078125,-0.625,0.5
codecontests_cpp_1,MLP11,5,hed,1.078125,-0.625,0.5
codecontests_cpp_1,MLP16,1,<tool_call>,2.375,2.375,-3.0
codecontests_cpp_1,MLP16,2, percentages,2.34375,2.375,-3.0
codecontests_cpp_1,MLP16,3,-dismiss,2.3125,2.375,-3.0
codecontests_cpp_1,MLP16,4,呈,2.171875,2.375,-3.0
codecontests_cpp_1,MLP16,5, roofs,2.140625,2.375,-3.0
codecontests_cpp_1,MLP19,1,.CheckBox,2.34375,2.125,-2.125
codecontests_cpp_1,MLP19,2,MouseClicked,2.3125,2.125,-2.125
codecontests_cpp_1,MLP19,3, percentages,2.25,2.125,-2.125
codecontests_cpp_1,MLP19,4, τ,2.1875,2.125,-2.125
codecontests_cpp_1,MLP19,5,-Headers,2.125,2.125,-2.125
codecontests_java_1,MLP11,1,<tool_call>,3.1875,3.1875,-3.125
codecontests_java_1,MLP11,2,opup,2.625,3.1875,-3.125
codecontests_java_1,MLP11,3, corners,2.46875,3.1875,-3.125
codecontests_java_1,MLP11,4,.Dict,2.375,3.1875,-3.125
codecontests_java_1,MLP11,5, lắm,2.34375,3.1875,-3.125
codecontests_java_1,MLP16,1,<tool_call>,3.3125,3.3125,-4.25
codecontests_java_1,MLP16,2,opup,2.9375,3.3125,-4.25
codecontests_java_1,MLP16,3,าะ,2.875,3.3125,-4.25
codecontests_java_1,MLP16,4,้น,2.71875,3.3125,-4.25
codecontests_java_1,MLP16,5,扺,2.5625,3.3125,-4.25
codecontests_java_1,MLP19,1,<tool_call>,3.4375,3.4375,-3.625
codecontests_java_1,MLP19,2, lắm,3.15625,3.4375,-3.625
codecontests_java_1,MLP19,3,.Button,3.140625,3.4375,-3.625
codecontests_java_1,MLP19,4,��索,3.125,3.4375,-3.625
codecontests_java_1,MLP19,5,opup,3.109375,3.4375,-3.625
mbpp_python_1,MLP11,1,NavController,1.0859375,0.375,-0.5
mbpp_python_1,MLP11,2,━━,1.0703125,0.375,-0.5
mbpp_python_1,MLP11,3,orst,1.0390625,0.375,-0.5
mbpp_python_1,MLP11,4,[train,1.0390625,0.375,-0.5
mbpp_python_1,MLP11,5,STER,1.03125,0.375,-0.5
mbpp_python_1,MLP16,1,""">#",1.59375,0.5,-1.75
mbpp_python_1,MLP16,2, Json,1.5,0.5,-1.75
mbpp_python_1,MLP16,3, Stripe,1.46875,0.5,-1.75
mbpp_python_1,MLP16,4,(Json,1.3828125,0.5,-1.75
mbpp_python_1,MLP16,5, Spark,1.34375,0.5,-1.75
mbpp_python_1,MLP19,1,])->,1.4765625,0.375,-1.25
mbpp_python_1,MLP19,2,⼠,1.4375,0.375,-1.25
mbpp_python_1,MLP19,3, �,1.375,0.375,-1.25
mbpp_python_1,MLP19,4, Trump,1.328125,0.375,-1.25
mbpp_python_1,MLP19,5,⿊,1.3125,0.375,-1.25
codecontests_java_2,MLP11,1, agents,2.0,1.75,-2.0
codecontests_java_2,MLP11,2, threads,1.9609375,1.75,-2.0
codecontests_java_2,MLP11,3, deemed,1.890625,1.75,-2.0
codecontests_java_2,MLP11,4, rep,1.78125,1.75,-2.0
codecontests_java_2,MLP11,5,<tool_call>,1.75,1.75,-2.0
codecontests_java_2,MLP16,1, suspicions,1.53125,0.5,-1.125
codecontests_java_2,MLP16,2,个多,1.53125,0.5,-1.125
codecontests_java_2,MLP16,3,_INFORMATION,1.4921875,0.5,-1.125
codecontests_java_2,MLP16,4, factors,1.4609375,0.5,-1.125
codecontests_java_2,MLP16,5,OPEN,1.4609375,0.5,-1.125
codecontests_java_2,MLP19,1, evenly,2.109375,1.25,-0.75
codecontests_java_2,MLP19,2, entry,2.0625,1.25,-0.75
codecontests_java_2,MLP19,3, entries,2.03125,1.25,-0.75
codecontests_java_2,MLP19,4, openings,1.96875,1.25,-0.75
codecontests_java_2,MLP19,5,.CheckBox,1.9375,1.25,-0.75
codecontests_cpp_3,MLP11,1,utan,0.625,0.0,0.0
codecontests_cpp_3,MLP11,2,GST,0.59375,0.0,0.0
codecontests_cpp_3,MLP11,3, Labrador,0.578125,0.0,0.0
codecontests_cpp_3,MLP11,4, <|,0.5625,0.0,0.0
codecontests_cpp_3,MLP11,5,<Model,0.5625,0.0,0.0
codecontests_cpp_3,MLP16,1,tabpanel,1.25,1.0,-1.5
codecontests_cpp_3,MLP16,2,.Panel,1.203125,1.0,-1.5
codecontests_cpp_3,MLP16,3,专,1.1953125,1.0,-1.5
codecontests_cpp_3,MLP16,4,-dropdown,1.1875,1.0,-1.5
codecontests_cpp_3,MLP16,5,.Mouse,1.1796875,1.0,-1.5
codecontests_cpp_3,MLP19,1, coloured,1.453125,1.25,-2.0
codecontests_cpp_3,MLP19,2, Affero,1.4453125,1.25,-2.0
codecontests_cpp_3,MLP19,3,.Card,1.421875,1.25,-2.0
codecontests_cpp_3,MLP19,4, Mountain,1.40625,1.25,-2.0
codecontests_cpp_3,MLP19,5,.Panel,1.390625,1.25,-2.0
codecontests_java_3,MLP11,1,<tool_call>,2.5,2.5,-2.375
codecontests_java_3,MLP11,2, corners,2.4375,2.5,-2.375
codecontests_java_3,MLP11,3, deemed,2.3125,2.5,-2.375
codecontests_java_3,MLP11,4, reputed,2.1875,2.5,-2.375
codecontests_java_3,MLP11,5, carried,2.09375,2.5,-2.375
codecontests_java_3,MLP16,1,<tool_call>,2.625,2.625,-3.25
codecontests_java_3,MLP16,2, reputed,2.296875,2.625,-3.25
codecontests_java_3,MLP16,3, rep,2.234375,2.625,-3.25
codecontests_java_3,MLP16,4, statement,2.1875,2.625,-3.25
codecontests_java_3,MLP16,5, menus,2.15625,2.625,-3.25
codecontests_java_3,MLP19,1,.Button,3.28125,2.875,-3.125
codecontests_java_3,MLP19,2,.CheckBox,3.0625,2.875,-3.125
codecontests_java_3,MLP19,3, expelled,3.046875,2.875,-3.125
codecontests_java_3,MLP19,4,MouseClicked,2.953125,2.875,-3.125
codecontests_java_3,MLP19,5, lắm,2.875,2.875,-3.125
apps_python_4,MLP11,1,ewe,2.75,-1.375,1.5
apps_python_4,MLP11,2,iban,2.34375,-1.375,1.5
apps_python_4,MLP11,3,abr,2.25,-1.375,1.5
apps_python_4,MLP11,4,aina,2.25,-1.375,1.5
apps_python_4,MLP11,5,ihn,2.203125,-1.375,1.5
apps_python_4,MLP16,1, threads,1.78125,1.25,-1.75
apps_python_4,MLP16,2,专,1.7421875,1.25,-1.75
apps_python_4,MLP16,3,""">#",1.6953125,1.25,-1.75
apps_python_4,MLP16,4,.ToolStripItem,1.671875,1.25,-1.75
apps_python_4,MLP16,5,扺,1.65625,1.25,-1.75
apps_python_4,MLP19,1, sector,2.25,1.25,-2.375
apps_python_4,MLP19,2,-uppercase,2.25,1.25,-2.375
apps_python_4,MLP19,3,.Popup,2.09375,1.25,-2.375
apps_python_4,MLP19,4, τ,2.03125,1.25,-2.375
apps_python_4,MLP19,5,.serial,2.03125,1.25,-2.375
codecontests_cpp_4,MLP11,1,	then,0.6875,0.5,-0.5
codecontests_cpp_4,MLP11,2, then,0.6796875,0.5,-0.5
codecontests_cpp_4,MLP11,3,.Mouse,0.671875,0.5,-0.5
codecontests_cpp_4,MLP11,4, drilled,0.66015625,0.5,-0.5
codecontests_cpp_4,MLP11,5, contrasts,0.6484375,0.5,-0.5
codecontests_cpp_4,MLP16,1,扺,1.484375,1.25,-1.75
codecontests_cpp_4,MLP16,2,.Qt,1.4453125,1.25,-1.75
codecontests_cpp_4,MLP16,3,街头,1.4375,1.25,-1.75
codecontests_cpp_4,MLP16,4,.hashCode,1.375,1.25,-1.75
codecontests_cpp_4,MLP16,5,.assertIn,1.375,1.25,-1.75
codecontests_cpp_4,MLP19,1, ¬,1.375,1.0,-1.625
codecontests_cpp_4,MLP19,2,��,1.328125,1.0,-1.625
codecontests_cpp_4,MLP19,3, τ,1.3125,1.0,-1.625
codecontests_cpp_4,MLP19,4, �,1.3125,1.0,-1.625
codecontests_cpp_4,MLP19,5, �,1.3125,1.0,-1.625
codecontests_java_4,MLP11,1,<tool_call>,3.125,3.125,-2.0
codecontests_java_4,MLP11,2, reputed,2.671875,3.125,-2.0
codecontests_java_4,MLP11,3, deemed,2.421875,3.125,-2.0
codecontests_java_4,MLP11,4, lắm,2.390625,3.125,-2.0
codecontests_java_4,MLP11,5,抱团,2.34375,3.125,-2.0
codecontests_java_4,MLP16,1,<tool_call>,3.375,3.375,-3.25
codecontests_java_4,MLP16,2, agents,3.03125,3.375,-3.25
codecontests_java_4,MLP16,3, menus,2.875,3.375,-3.25
codecontests_java_4,MLP16,4, rep,2.8125,3.375,-3.25
codecontests_java_4,MLP16,5, reputed,2.765625,3.375,-3.25
codecontests_java_4,MLP19,1,<tool_call>,3.375,3.375,-3.625
codecontests_java_4,MLP19,2,��索,3.21875,3.375,-3.625
codecontests_java_4,MLP19,3, evenly,3.15625,3.375,-3.625
codecontests_java_4,MLP19,4, lắm,3.140625,3.375,-3.625
codecontests_java_4,MLP19,5, measured,2.921875,3.375,-3.625
mbpp_python_4,MLP11,1,ewe,2.65625,-1.5,1.25
mbpp_python_4,MLP11,2,abr,1.875,-1.5,1.25
mbpp_python_4,MLP11,3,aina,1.796875,-1.5,1.25
mbpp_python_4,MLP11,4,eo,1.75,-1.5,1.25
mbpp_python_4,MLP11,5,iban,1.75,-1.5,1.25
mbpp_python_4,MLP16,1,推出,1.53125,1.0,-1.5
mbpp_python_4,MLP16,2,.ToolStripItem,1.453125,1.0,-1.5
mbpp_python_4,MLP16,3,扺,1.34375,1.0,-1.5
mbpp_python_4,MLP16,4,抵,1.28125,1.0,-1.5
mbpp_python_4,MLP16,5,推出的,1.2734375,1.0,-1.5
mbpp_python_4,MLP19,1,ồi,2.203125,1.375,-0.75
mbpp_python_4,MLP19,2, Campus,2.171875,1.375,-0.75
mbpp_python_4,MLP19,3, τ,2.125,1.375,-0.75
mbpp_python_4,MLP19,4,.Popup,2.109375,1.375,-0.75
mbpp_python_4,MLP19,5,peater,1.96875,1.375,-0.75
apps_python_5,MLP11,1,-tab,1.3125,1.0,-1.0
apps_python_5,MLP11,2, orally,1.21875,1.0,-1.0
apps_python_5,MLP11,3,⋰,1.125,1.0,-1.0
apps_python_5,MLP11,4,häuser,1.125,1.0,-1.0
apps_python_5,MLP11,5,(Json,1.125,1.0,-1.0
apps_python_5,MLP16,1,<tool_call>,1.875,1.875,-2.5
apps_python_5,MLP16,2,-tab,1.875,1.875,-2.5
apps_python_5,MLP16,3,.Thread,1.78125,1.875,-2.5
apps_python_5,MLP16,4, τ,1.78125,1.875,-2.5
apps_python_5,MLP16,5,扺,1.75,1.875,-2.5
apps_python_5,MLP19,1,.CheckBox,1.84375,1.75,-1.625
apps_python_5,MLP19,2,.BooleanField,1.828125,1.75,-1.625
apps_python_5,MLP19,3,.assertIn,1.828125,1.75,-1.625
apps_python_5,MLP19,4,.Multi,1.796875,1.75,-1.625
apps_python_5,MLP19,5, mainland,1.78125,1.75,-1.625
codecontests_cpp_5,MLP11,1, ballots,1.03125,1.0,-1.0
codecontests_cpp_5,MLP11,2, threads,1.0234375,1.0,-1.0
codecontests_cpp_5,MLP11,3, thresholds,1.0234375,1.0,-1.0
codecontests_cpp_5,MLP11,4, Δ,1.0,1.0,-1.0
codecontests_cpp_5,MLP11,5,.hashCode,1.0,1.0,-1.0
codecontests_cpp_5,MLP16,1,('/')[-,1.3203125,1.125,-1.625
codecontests_cpp_5,MLP16,2,.Mouse,1.296875,1.125,-1.625
codecontests_cpp_5,MLP16,3,也不例外,1.28125,1.125,-1.625
codecontests_cpp_5,MLP16,4,[counter,1.25,1.125,-1.625
codecontests_cpp_5,MLP16,5,抵,1.25,1.125,-1.625
codecontests_cpp_5,MLP19,1,��,1.4375,1.375,-2.0
codecontests_cpp_5,MLP19,2, intervals,1.40625,1.375,-2.0
codecontests_cpp_5,MLP19,3, τ,1.40625,1.375,-2.0
codecontests_cpp_5,MLP19,4, Δ,1.375,1.375,-2.0
codecontests_cpp_5,MLP19,5, thresholds,1.375,1.375,-2.0
codecontests_java_5,MLP11,1,<tool_call>,4.0,4.0,-3.375
codecontests_java_5,MLP11,2, agents,3.921875,4.0,-3.375
codecontests_java_5,MLP11,3, menus,3.53125,4.0,-3.375
codecontests_java_5,MLP11,4, reputed,3.515625,4.0,-3.375
codecontests_java_5,MLP11,5,.CheckBox,3.328125,4.0,-3.375
codecontests_java_5,MLP16,1,个多,2.1875,1.375,-2.125
codecontests_java_5,MLP16,2,togroup,2.078125,1.375,-2.125
codecontests_java_5,MLP16,3,为主题,2.0625,1.375,-2.125
codecontests_java_5,MLP16,4,าะ,2.03125,1.375,-2.125
codecontests_java_5,MLP16,5, arrows,2.03125,1.375,-2.125
codecontests_java_5,MLP19,1,elters,2.96875,2.0,-1.25
codecontests_java_5,MLP19,2, evenly,2.765625,2.0,-1.25
codecontests_java_5,MLP19,3, intuit,2.6875,2.0,-1.25
codecontests_java_5,MLP19,4, dominate,2.65625,2.0,-1.25
codecontests_java_5,MLP19,5, raised,2.625,2.0,-1.25
codecontests_cpp_6,MLP11,1,wort,1.34375,-0.625,0.875
codecontests_cpp_6,MLP11,2,ewe,1.25,-0.625,0.875
codecontests_cpp_6,MLP11,3,icer,1.171875,-0.625,0.875
codecontests_cpp_6,MLP11,4,forge,1.15625,-0.625,0.875
codecontests_cpp_6,MLP11,5,wit,1.1484375,-0.625,0.875
codecontests_cpp_6,MLP16,1,""">×</",1.4375,1.125,-1.125
codecontests_cpp_6,MLP16,2,扺,1.421875,1.125,-1.125
codecontests_cpp_6,MLP16,3, IndexPath,1.40625,1.125,-1.125
codecontests_cpp_6,MLP16,4,_CSV,1.3359375,1.125,-1.125
codecontests_cpp_6,MLP16,5, ●,1.3125,1.125,-1.125
codecontests_cpp_6,MLP19,1, �,2.625,1.5,-1.375
codecontests_cpp_6,MLP19,2, coloured,2.5,1.5,-1.375
codecontests_cpp_6,MLP19,3, �,2.25,1.5,-1.375
codecontests_cpp_6,MLP19,4, Δ,2.21875,1.5,-1.375
codecontests_cpp_6,MLP19,5, ε,2.1875,1.5,-1.375
codecontests_java_6,MLP11,1,<tool_call>,2.4375,2.4375,-1.875
codecontests_java_6,MLP11,2, corners,2.21875,2.4375,-1.875
codecontests_java_6,MLP11,3, deemed,2.09375,2.4375,-1.875
codecontests_java_6,MLP11,4, reputed,2.015625,2.4375,-1.875
codecontests_java_6,MLP11,5, agents,1.9375,2.4375,-1.875
codecontests_java_6,MLP16,1,ửa,1.734375,0.6875,-1.625
codecontests_java_6,MLP16,2,个多,1.6328125,0.6875,-1.625
codecontests_java_6,MLP16,3,togroup,1.625,0.6875,-1.625
codecontests_java_6,MLP16,4,.Xml,1.5625,0.6875,-1.625
codecontests_java_6,MLP16,5,/to,1.5625,0.6875,-1.625
codecontests_java_6,MLP19,1,elters,2.59375,1.9375,-1.625
codecontests_java_6,MLP19,2, deflect,2.546875,1.9375,-1.625
codecontests_java_6,MLP19,3, thicker,2.484375,1.9375,-1.625
codecontests_java_6,MLP19,4, dominate,2.34375,1.9375,-1.625
codecontests_java_6,MLP19,5, clicks,2.34375,1.9375,-1.625
codecontests_java_7,MLP11,1,<tool_call>,1.625,1.625,-1.5
codecontests_java_7,MLP11,2,扺,1.5625,1.625,-1.5
codecontests_java_7,MLP11,3,.hashCode,1.484375,1.625,-1.5
codecontests_java_7,MLP11,4, reputed,1.4609375,1.625,-1.5
codecontests_java_7,MLP11,5, parties,1.453125,1.625,-1.5
codecontests_java_7,MLP16,1,扺,2.0,2.0,-2.75
codecontests_java_7,MLP16,2,<tool_call>,2.0,2.0,-2.75
codecontests_java_7,MLP16,3,-dropdown,1.9375,2.0,-2.75
codecontests_java_7,MLP16,4, quarters,1.8828125,2.0,-2.75
codecontests_java_7,MLP16,5,闪电,1.859375,2.0,-2.75
codecontests_java_7,MLP19,1, τ,1.90625,1.875,-2.25
codecontests_java_7,MLP19,2,扺,1.890625,1.875,-2.25
codecontests_java_7,MLP19,3,<tool_call>,1.875,1.875,-2.25
codecontests_java_7,MLP19,4,MouseClicked,1.8671875,1.875,-2.25
codecontests_java_7,MLP19,5,.Axis,1.8125,1.875,-2.25
apps_python_8,MLP11,1,STREAM,0.64453125,0.375,0.0
apps_python_8,MLP11,2,CREASE,0.6328125,0.375,0.0
apps_python_8,MLP11,3,[child,0.625,0.375,0.0
apps_python_8,MLP11,4,eworld,0.625,0.375,0.0
apps_python_8,MLP11,5,(menu,0.625,0.375,0.0
apps_python_8,MLP16,1,鳍,1.078125,0.5,-0.875
apps_python_8,MLP16,2,为一体,1.0625,0.5,-0.875
apps_python_8,MLP16,3,.ToolStripItem,0.9921875,0.5,-0.875
apps_python_8,MLP16,4, SwiftUI,0.9140625,0.5,-0.875
apps_python_8,MLP16,5,"(""{}",0.90625,0.5,-0.875
apps_python_8,MLP19,1,.equal,2.0,1.5,-1.375
apps_python_8,MLP19,2, triangular,1.9453125,1.5,-1.375
apps_python_8,MLP19,3,-dismiss,1.8125,1.5,-1.375
apps_python_8,MLP19,4,MouseClicked,1.765625,1.5,-1.375
apps_python_8,MLP19,5,-uppercase,1.765625,1.5,-1.375
apps_python_9,MLP11,1,\Traits,0.81640625,0.375,-0.125
apps_python_9,MLP11,2,(formatter,0.8125,0.375,-0.125
apps_python_9,MLP11,3,↣,0.8046875,0.375,-0.125
apps_python_9,MLP11,4,[train,0.8046875,0.375,-0.125
apps_python_9,MLP11,5,(any,0.78125,0.375,-0.125
apps_python_9,MLP16,1, triangular,1.3203125,1.0,-1.375
apps_python_9,MLP16,2, professional,1.2578125,1.0,-1.375
apps_python_9,MLP16,3,错过,1.25,1.0,-1.375
apps_python_9,MLP16,4,(internal,1.234375,1.0,-1.375
apps_python_9,MLP16,5,.ToolStripItem,1.21875,1.0,-1.375
apps_python_9,MLP19,1, triangular,1.4921875,0.875,-1.5
apps_python_9,MLP19,2,.equal,1.375,0.875,-1.5
apps_python_9,MLP19,3,推出,1.375,0.875,-1.5
apps_python_9,MLP19,4,推出的,1.3046875,0.875,-1.5
apps_python_9,MLP19,5, seemingly,1.28125,0.875,-1.5
codecontests_cpp_9,MLP11,1,ewe,1.25,-0.5,0.75
codecontests_cpp_9,MLP11,2,emd,1.21875,-0.5,0.75
codecontests_cpp_9,MLP11,3, lem,1.203125,-0.5,0.75
codecontests_cpp_9,MLP11,4,-lang,1.1875,-0.5,0.75
codecontests_cpp_9,MLP11,5,gom,1.15625,-0.5,0.75
codecontests_cpp_9,MLP16,1,扁,1.328125,1.0,-0.875
codecontests_cpp_9,MLP16,2,舍,1.328125,1.0,-0.875
codecontests_cpp_9,MLP16,3, Golden,1.3125,1.0,-0.875
codecontests_cpp_9,MLP16,4, neighbouring,1.3125,1.0,-0.875
codecontests_cpp_9,MLP16,5,_CSV,1.25,1.0,-0.875
codecontests_cpp_9,MLP19,1, organised,2.359375,1.625,-1.875
codecontests_cpp_9,MLP19,2,""">×</",2.21875,1.625,-1.875
codecontests_cpp_9,MLP19,3, ε,2.1875,1.625,-1.875
codecontests_cpp_9,MLP19,4, coloured,2.15625,1.625,-1.875
codecontests_cpp_9,MLP19,5, �,2.125,1.625,-1.875
codecontests_java_9,MLP11,1,<tool_call>,2.5,2.5,-2.375
codecontests_java_9,MLP11,2, lắm,2.03125,2.5,-2.375
codecontests_java_9,MLP11,3, agents,1.921875,2.5,-2.375
codecontests_java_9,MLP11,4, quarters,1.90625,2.5,-2.375
codecontests_java_9,MLP11,5, rep,1.890625,2.5,-2.375
codecontests_java_9,MLP16,1,<tool_call>,1.625,1.625,-2.25
codecontests_java_9,MLP16,2, menus,1.578125,1.625,-2.25
codecontests_java_9,MLP16,3, rep,1.515625,1.625,-2.25
codecontests_java_9,MLP16,4, panels,1.515625,1.625,-2.25
codecontests_java_9,MLP16,5, statement,1.5,1.625,-2.25
codecontests_java_9,MLP19,1, lắm,2.390625,2.125,-2.125
codecontests_java_9,MLP19,2, thicker,2.34375,2.125,-2.125
codecontests_java_9,MLP19,3,.CheckBox,2.25,2.125,-2.125
codecontests_java_9,MLP19,4, clustered,2.234375,2.125,-2.125
codecontests_java_9,MLP19,5, taller,2.21875,2.125,-2.125
apps_python_10,MLP11,1,-tab,0.90625,0.375,-1.125
apps_python_10,MLP11,2,团队,0.796875,0.375,-1.125
apps_python_10,MLP11,3, §§,0.78125,0.375,-1.125
apps_python_10,MLP11,4,第三,0.75,0.375,-1.125
apps_python_10,MLP11,5, ●,0.75,0.375,-1.125
apps_python_10,MLP16,1,.OPEN,1.28125,0.625,-1.75
apps_python_10,MLP16,2,去买,1.15625,0.625,-1.75
apps_python_10,MLP16,3,闪电,1.140625,0.625,-1.75
apps_python_10,MLP16,4, Json,1.125,0.625,-1.75
apps_python_10,MLP16,5, OPEN,1.1171875,0.625,-1.75
apps_python_10,MLP19,1, encrypted,0.96875,0.25,-1.75
apps_python_10,MLP19,2,-team,0.9375,0.25,-1.75
apps_python_10,MLP19,3,少吃,0.9296875,0.25,-1.75
apps_python_10,MLP19,4,照样,0.921875,0.25,-1.75
apps_python_10,MLP19,5,""">#",0.8984375,0.25,-1.75
codecontests_cpp_11,MLP11,1, threads,1.015625,0.75,-0.75
codecontests_cpp_11,MLP11,2, drills,0.93359375,0.75,-0.75
codecontests_cpp_11,MLP11,3, thresholds,0.8828125,0.75,-0.75
codecontests_cpp_11,MLP11,4, studios,0.84765625,0.75,-0.75
codecontests_cpp_11,MLP11,5, Δ,0.84375,0.75,-0.75
codecontests_cpp_11,MLP16,1,.Qt,1.078125,0.75,-1.0
codecontests_cpp_11,MLP16,2, accus,1.078125,0.75,-1.0
codecontests_cpp_11,MLP16,3, Ste,1.0703125,0.75,-1.0
codecontests_cpp_11,MLP16,4, Tender,1.0625,0.75,-1.0
codecontests_cpp_11,MLP16,5,[layer,1.03125,0.75,-1.0
codecontests_cpp_11,MLP19,1, Δ,1.03125,0.625,-1.5
codecontests_cpp_11,MLP19,2, −,1.0,0.625,-1.5
codecontests_cpp_11,MLP19,3, ¬,0.9375,0.625,-1.5
codecontests_cpp_11,MLP19,4, Max,0.9375,0.625,-1.5
codecontests_cpp_11,MLP19,5,��,0.9375,0.625,-1.5
codecontests_java_11,MLP11,1,<tool_call>,2.125,2.125,-1.75
codecontests_java_11,MLP11,2, agents,1.9453125,2.125,-1.75
codecontests_java_11,MLP11,3, shells,1.828125,2.125,-1.75
codecontests_java_11,MLP11,4, menus,1.8125,2.125,-1.75
codecontests_java_11,MLP11,5, textures,1.7890625,2.125,-1.75
codecontests_java_11,MLP16,1,.to,1.40625,0.875,-1.375
codecontests_java_11,MLP16,2, principals,1.375,0.875,-1.375
codecontests_java_11,MLP16,3,togroup,1.359375,0.875,-1.375
codecontests_java_11,MLP16,4,为主题,1.34375,0.875,-1.375
codecontests_java_11,MLP16,5, observations,1.328125,0.875,-1.375
codecontests_java_11,MLP19,1,喟,2.28125,0.75,-0.25
codecontests_java_11,MLP19,2,拉开,2.078125,0.75,-0.25
codecontests_java_11,MLP19,3,sciously,2.078125,0.75,-0.25
codecontests_java_11,MLP19,4, totaling,1.859375,0.75,-0.25
codecontests_java_11,MLP19,5,plorer,1.84375,0.75,-0.25
humaneval_python_11,MLP11,1,esian,1.4375,-0.75,0.625
humaneval_python_11,MLP11,2, ```,1.421875,-0.75,0.625
humaneval_python_11,MLP11,3,```,1.375,-0.75,0.625
humaneval_python_11,MLP11,4,efs,1.34375,-0.75,0.625
humaneval_python_11,MLP11,5,iran,1.328125,-0.75,0.625
humaneval_python_11,MLP16,1,其间,2.3125,1.875,-2.0
humaneval_python_11,MLP16,2,扺,2.25,1.875,-2.0
humaneval_python_11,MLP16,3,""">×</",2.25,1.875,-2.0
humaneval_python_11,MLP16,4,_CSV,2.140625,1.875,-2.0
humaneval_python_11,MLP16,5,.Qt,2.109375,1.875,-2.0
humaneval_python_11,MLP19,1,(Json,2.59375,1.5,-1.875
humaneval_python_11,MLP19,2,])->,2.453125,1.5,-1.875
humaneval_python_11,MLP19,3,扺,2.359375,1.5,-1.875
humaneval_python_11,MLP19,4,""">×</",2.3125,1.5,-1.875
humaneval_python_11,MLP19,5,.perform,2.296875,1.5,-1.875
mbpp_python_11,MLP11,1,[now,1.0625,0.125,-0.625
mbpp_python_11,MLP11,2,(correct,1.0546875,0.125,-0.625
mbpp_python_11,MLP11,3,ormal,1.03125,0.125,-0.625
mbpp_python_11,MLP11,4,indrical,0.96875,0.125,-0.625
mbpp_python_11,MLP11,5,entifier,0.953125,0.125,-0.625
mbpp_python_11,MLP16,1,""">#",1.171875,0.375,-1.375
mbpp_python_11,MLP16,2, Spark,1.03125,0.375,-1.375
mbpp_python_11,MLP16,3,(Json,0.98046875,0.375,-1.375
mbpp_python_11,MLP16,4,默,0.9375,0.375,-1.375
mbpp_python_11,MLP16,5, Json,0.9375,0.375,-1.375
mbpp_python_11,MLP19,1,])->,1.21875,0.375,-0.875
mbpp_python_11,MLP19,2,刍,1.1484375,0.375,-0.875
mbpp_python_11,MLP19,3, presenter,1.125,0.375,-0.875
mbpp_python_11,MLP19,4,.GetItem,1.0703125,0.375,-0.875
mbpp_python_11,MLP19,5, here,1.0625,0.375,-0.875
codecontests_cpp_12,MLP11,1, then,0.60546875,0.25,-0.25
codecontests_cpp_12,MLP11,2, steering,0.59375,0.25,-0.25
codecontests_cpp_12,MLP11,3, any,0.59375,0.25,-0.25
codecontests_cpp_12,MLP11,4,任何,0.5625,0.25,-0.25
codecontests_cpp_12,MLP11,5, King,0.5625,0.25,-0.25
codecontests_cpp_12,MLP16,1,抵,1.03125,0.5,-1.0
codecontests_cpp_12,MLP16,2,扺,1.015625,0.5,-1.0
codecontests_cpp_12,MLP16,3,也不例外,0.96875,0.5,-1.0
codecontests_cpp_12,MLP16,4, Statement,0.9375,0.5,-1.0
codecontests_cpp_12,MLP16,5,街头,0.93359375,0.5,-1.0
codecontests_cpp_12,MLP19,1, �,1.375,0.75,-1.25
codecontests_cpp_12,MLP19,2, �,1.3125,0.75,-1.25
codecontests_cpp_12,MLP19,3, ε,1.25,0.75,-1.25
codecontests_cpp_12,MLP19,4, ⟨,1.25,0.75,-1.25
codecontests_cpp_12,MLP19,5, �,1.25,0.75,-1.25
codecontests_java_12,MLP11,1,<tool_call>,2.0625,2.0625,-2.0
codecontests_java_12,MLP11,2, deemed,1.9609375,2.0625,-2.0
codecontests_java_12,MLP11,3, corners,1.828125,2.0625,-2.0
