space,same_semantic_cross_frame_cosine_median,same_frame_opposite_semantic_cosine_median,semantic_minus_frame_cosine_median,semantic_wins_rate
l2h14_lead_k,0.923535019159317,0.9652983546257019,-0.04176333546638489,0.0
l2h14_z,0.9883602807919184,0.9928599298000336,-0.004684736331303896,0.0
mlp11_out,0.993083730340004,0.9935109814008076,-0.00019278128941857542,0.4
