combo,n_samples,n_nodes,promote_ratio_median,suppress_ratio_median,promote_tool_top1_rate,suppress_no_tool_top1_rate,promote_gain_vs_symmetric_median,suppress_gain_vs_symmetric_median,promote_top1_gain_vs_symmetric_mean,suppress_top1_gain_vs_symmetric_mean
symmetric_backbone,1189,7,0.8333333333333334,-0.75,0.9722455845248108,0.9688814129520605,0.0,0.0,0.0,0.0
symmetric_plus_tool_bias,1189,10,0.925,-0.8904109589041096,0.9932716568544996,0.9823380992430614,0.09677419354838712,-0.14900662251655628,0.021026072329688814,0.01345668629100084
symmetric_plus_no_tool_bias,1189,13,0.9345794392523364,-0.9074074074074074,0.9932716568544996,0.9899074852817493,0.10843373493975905,-0.16149068322981375,0.021026072329688814,0.021026072329688814
symmetric_plus_tool_mode,1189,15,0.9318181818181818,-0.9038461538461539,0.9957947855340622,0.9957947855340622,0.10223642172523961,-0.16000000000000003,0.023549201009251473,0.02691337258200168
symmetric_plus_no_tool_mode,1189,15,0.9411764705882353,-0.921875,0.9941126997476871,0.990748528174937,0.11336032388663975,-0.1724137931034483,0.021867115222876366,0.021867115222876366
full_signed_circuit,1189,23,0.979381443298969,-0.9671361502347418,0.9966358284272497,0.9966358284272497,0.14851485148514842,-0.2222222222222222,0.024390243902439025,0.027754415475189236
