sample_id,group,n_nodes,promote_suff_ratio,suppress_suff_ratio,promote_tool_top1,suppress_no_tool_top1,promote_minus_ratio,suppress_minus_ratio,promote_nec_drop,suppress_nec_drop,promote_nec_top1_drop,suppress_nec_top1_drop
apps_python_1,full_signed_circuit,23,1.0,-1.0377358490566038,True,True,nan,nan,0.0,0.0,0.0,0.0
apps_python_1,symmetric_backbone,7,0.7547169811320755,-0.6415094339622641,True,True,0.9433962264150944,-0.9056603773584906,0.05660377358490565,0.13207547169811318,0.0,0.0
apps_python_1,tool_bias_backbone,3,0.4528301886792453,-0.24528301886792453,False,False,0.9622641509433962,-0.9811320754716981,0.037735849056603765,0.05660377358490565,0.0,0.0
apps_python_1,no_tool_bias_backbone,6,0.8113207547169812,-0.6415094339622641,True,True,0.9056603773584906,-0.8867924528301887,0.09433962264150941,0.15094339622641506,0.0,0.0
apps_python_1,tool_tail,5,0.6226415094339622,-0.3584905660377358,True,False,1.0,-1.0,0.0,0.037735849056603765,0.0,0.0
apps_python_1,no_tool_tail,2,0.05660377358490566,-0.09433962264150944,False,False,1.0,-1.0,0.0,0.037735849056603765,0.0,0.0
codecontests_cpp_1,full_signed_circuit,23,0.9456521739130435,-0.9347826086956522,True,True,nan,nan,0.0,0.0,0.0,0.0
codecontests_cpp_1,symmetric_backbone,7,0.782608695652174,-0.6630434782608695,True,True,0.9021739130434783,-0.8152173913043478,0.04347826086956519,0.11956521739130443,0.0,0.0
codecontests_cpp_1,tool_bias_backbone,3,0.6195652173913043,-0.2391304347826087,True,False,0.9347826086956522,-0.8804347826086957,0.010869565217391242,0.05434782608695654,0.0,0.0
codecontests_cpp_1,no_tool_bias_backbone,6,0.717391304347826,-0.43478260869565216,True,False,0.8804347826086957,-0.8043478260869565,0.06521739130434778,0.13043478260869568,0.0,0.0
codecontests_cpp_1,tool_tail,5,0.5,-0.08695652173913043,True,False,0.9565217391304348,-0.9239130434782609,-0.010869565217391353,0.010869565217391353,0.0,0.0
codecontests_cpp_1,no_tool_tail,2,0.30434782608695654,-0.07608695652173914,False,False,0.9565217391304348,-0.9239130434782609,-0.010869565217391353,0.010869565217391353,0.0,0.0
codecontests_java_1,full_signed_circuit,23,0.993421052631579,-0.9506578947368421,True,True,nan,nan,0.0,0.0,0.0,0.0
codecontests_java_1,symmetric_backbone,7,0.8355263157894737,-0.6776315789473685,True,True,0.9407894736842105,-0.9046052631578947,0.052631578947368474,0.046052631578947456,0.0,0.0
codecontests_java_1,tool_bias_backbone,3,0.7697368421052632,-0.42105263157894735,True,True,0.9802631578947368,-0.9144736842105263,0.013157894736842146,0.03618421052631582,0.0,0.0
codecontests_java_1,no_tool_bias_backbone,6,0.8092105263157895,-0.5789473684210527,True,True,0.9407894736842105,-0.8980263157894737,0.052631578947368474,0.052631578947368474,0.0,0.0
codecontests_java_1,tool_tail,5,0.5460526315789473,-0.1513157894736842,False,False,0.9802631578947368,-0.9901315789473685,0.013157894736842146,-0.03947368421052633,0.0,0.0
codecontests_java_1,no_tool_tail,2,0.24342105263157895,-0.07236842105263158,False,False,0.9802631578947368,-0.9539473684210527,0.013157894736842146,-0.003289473684210509,0.0,0.0
mbpp_python_1,full_signed_circuit,23,1.0212765957446808,-1.0638297872340425,True,True,nan,nan,0.0,0.0,0.0,0.0
mbpp_python_1,symmetric_backbone,7,0.8085106382978723,-0.723404255319149,True,True,0.851063829787234,-0.8297872340425532,0.17021276595744672,0.23404255319148937,0.0,0.0
mbpp_python_1,tool_bias_backbone,3,0.5531914893617021,-0.3617021276595745,False,False,1.0,-1.0,0.02127659574468077,0.06382978723404253,0.0,0.0
mbpp_python_1,no_tool_bias_backbone,6,0.7021276595744681,-0.574468085106383,True,True,0.8936170212765957,-0.9148936170212766,0.12765957446808507,0.14893617021276595,0.0,0.0
mbpp_python_1,tool_tail,5,0.44680851063829785,-0.19148936170212766,False,False,1.0212765957446808,-1.0425531914893618,0.0,0.02127659574468077,0.0,0.0
mbpp_python_1,no_tool_tail,2,0.3404255319148936,-0.1702127659574468,False,False,1.0,-1.0425531914893618,0.02127659574468077,0.02127659574468077,0.0,0.0
codecontests_java_2,full_signed_circuit,23,0.9801980198019802,-0.9108910891089109,True,True,nan,nan,0.0,0.0,0.0,0.0
codecontests_java_2,symmetric_backbone,7,0.8217821782178217,-0.6732673267326733,True,True,0.9405940594059405,-0.8514851485148515,0.03960396039603964,0.05940594059405946,0.0,0.0
codecontests_java_2,tool_bias_backbone,3,0.7623762376237624,-0.37623762376237624,True,False,0.9405940594059405,-0.8613861386138614,0.03960396039603964,0.04950495049504955,0.0,0.0
codecontests_java_2,no_tool_bias_backbone,6,0.6336633663366337,-0.3465346534653465,True,False,0.9405940594059405,-0.8316831683168316,0.03960396039603964,0.07920792079207928,0.0,0.0
codecontests_java_2,tool_tail,5,0.5148514851485149,-0.16831683168316833,False,False,0.9504950495049505,-0.8811881188118812,0.02970297029702973,0.02970297029702973,0.0,0.0
codecontests_java_2,no_tool_tail,2,0.13861386138613863,-0.039603960396039604,False,False,0.9801980198019802,-0.9108910891089109,0.0,0.0,0.0,0.0
