node,layer,n_samples,rescue_ratio_median,tool_top1_rate,boundary_flip_rate
L25H10,25,1722,0.07647058823529412,0.0,0.0
L25H13,25,1722,0.09898411716171618,0.0,0.0
L26H15,26,1722,0.025906735751295335,0.0,0.0
L27H7,27,1722,-0.0326530612244898,0.0,0.0
MLP24,24,1722,-0.03871128871128871,0.0,0.0
MLP25,25,1722,0.03431842966194111,0.0,0.0
MLP26,26,1722,-0.16465835957825553,0.0,0.0
