family,edge,source_ratio_median,blocked_ratio_median,mediated_ratio_median,n_samples
no_tool,L16H4->MLP17,0.19680851063829788,0.11607142857142858,0.07777777777777775,1223
no_tool,MLP17->L21H12,0.47354497354497355,0.3993055555555556,0.0658783783783784,1223
no_tool,MLP17->L23H6,0.47354497354497355,0.41216216216216217,0.06573705179282863,1223
no_tool,MLP17->L21H1,0.47354497354497355,0.41133004926108374,0.05769230769230771,1223
no_tool,MLP17->L24H6,0.47354497354497355,0.4236453201970443,0.05067567567567571,1223
no_tool,MLP17->L20H5,0.47354497354497355,0.4298780487804878,0.05018939393939392,1223
