head,layer,set,n,tool_mass_median,no_tool_mass_median,delta_median_no_minus_tool,tool_mass_mean,no_tool_mass_mean
L17H2,17,tool_call_tags,60,0.019520492292940617,0.011556329671293497,-0.00796416262164712,0.01984875708197554,0.012136439591025313
L17H2,17,tools_block,60,0.14790023863315582,0.1354515701532364,-0.012448668479919434,0.1512348387390375,0.13512011195222537
L17H2,17,user_block,60,0.2217342108488083,0.2846454977989197,0.06291128695011139,0.22666538630922636,0.28973406304915744
L17H8,17,contrast,60,0.0033727933187037706,0.005266124615445733,0.0018933312967419624,0.0036437084131951754,0.006524284393526614
L17H8,17,prefix_16,60,0.2212591990828514,0.28381484746932983,0.06255564838647842,0.21715481877326964,0.2867879681289196
L17H8,17,recent_32,60,0.13102014362812042,0.15220730751752853,0.02118716388940811,0.124071445936958,0.1413407443712155
L17H8,17,tool_call_tags,60,0.012238463386893272,0.006986937019973993,-0.005251526366919279,0.01281358948132644,0.007432793197222054
L17H8,17,tools_block,60,0.2709432691335678,0.22249829769134521,-0.048444971442222595,0.27830614844957985,0.23129514654477437
L17H8,17,user_block,60,0.21919511258602142,0.25464172661304474,0.035446614027023315,0.2126628993699948,0.2583379209041595
L19H6,19,contrast,60,0.00029244046891108155,0.0003564629441825673,6.402247527148575e-05,0.00048331367221787026,0.0007298342769596881
L19H6,19,prefix_16,60,0.29343949258327484,0.2831193804740906,-0.010320112109184265,0.2905071434875329,0.2823145933449268
L19H6,19,recent_32,60,0.46399039030075073,0.47001515328884125,0.006024762988090515,0.4620898033181826,0.46623944441477455
L19H6,19,tool_call_tags,60,0.000230334626394324,0.00023114065697882324,8.060305844992399e-07,0.00025682825992892806,0.0002606299996841699
L19H6,19,tools_block,60,0.011803810019046068,0.010526025667786598,-0.00127778435125947,0.012677768858460088,0.011075429362244904
L19H6,19,user_block,60,0.14740978181362152,0.16318923234939575,0.01577945053577423,0.15073567392925422,0.17688168187936146
L21H1,21,contrast,60,0.004279313609004021,0.003735738224349916,-0.0005435753846541047,0.004872721450616761,0.006348653716850094
L21H1,21,prefix_16,60,0.3799986094236374,0.5489968359470367,0.16899822652339935,0.38003242189685504,0.5502805148561796
L21H1,21,recent_32,60,0.13506026566028595,0.12003283575177193,-0.015027429908514023,0.15771257203693193,0.13941979094718893
L21H1,21,tool_call_tags,60,0.023892033845186234,0.010124977678060532,-0.013767056167125702,0.03462183065712452,0.01493729284654061
L21H1,21,tools_block,60,0.10729189217090607,0.08358374610543251,-0.023708146065473557,0.10757376439869404,0.08131088285396497
L21H1,21,user_block,60,0.22134273499250412,0.213525652885437,-0.007817082107067108,0.2525889401634534,0.24560271265606085
L21H12,21,contrast,60,0.00045671770931221545,0.0009755459905136377,0.0005188282812014222,0.0008009752648528471,0.0023880616206952256
L21H12,21,prefix_16,60,0.0865774154663086,0.17577600479125977,0.08919858932495117,0.08498374658326308,0.17641011426846187
L21H12,21,recent_32,60,0.03839418850839138,0.08423038944602013,0.045836200937628746,0.03852539639919996,0.08816198588659366
L21H12,21,tool_call_tags,60,0.016150182113051414,0.009880817029625177,-0.006269365083426237,0.01769419410265982,0.010541947985378405
L21H12,21,tools_block,60,0.25427989661693573,0.30694955587387085,0.05266965925693512,0.24170877610643704,0.30092437093456587
L21H12,21,user_block,60,0.04756353422999382,0.11872819438576698,0.07116466015577316,0.04874345118490358,0.12192060146480799
L23H5,23,contrast,60,0.0001411808916600421,0.00016218951350310817,2.1008621843066067e-05,0.00032801531755997834,0.00048821376515964705
L23H5,23,prefix_16,60,0.22629984468221664,0.2929591238498688,0.06665927916765213,0.27800785650809606,0.290875867754221
L23H5,23,recent_32,60,0.050943588837981224,0.07893069088459015,0.027987102046608925,0.04893158512810866,0.07999241097519795
L23H5,23,tool_call_tags,60,0.25901977717876434,0.11834178864955902,-0.14067798852920532,0.2665010234961907,0.13088479675352574
L23H5,23,tools_block,60,0.10780158638954163,0.13810697942972183,0.030305393040180206,0.1271219993631045,0.14661228898912668
L23H5,23,user_block,60,0.08099336549639702,0.17976506054401398,0.09877169504761696,0.07942839067739745,0.149928410568585
L23H6,23,contrast,60,0.000426753016654402,0.0002787675621220842,-0.00014798545453231782,0.0004420883622515248,0.0003741480046301149
L23H6,23,prefix_16,60,0.3974791318178177,0.4723081439733505,0.07482901215553284,0.39651251484950384,0.46999260236819584
L23H6,23,recent_32,60,0.08153070509433746,0.10321195423603058,0.021681249141693115,0.08374404422938823,0.10447096141676109
L23H6,23,tool_call_tags,60,0.005770454183220863,0.0054457231890410185,-0.00032473099417984486,0.006303438435619076,0.0060024030700636406
L23H6,23,tools_block,60,0.012965927831828594,0.014325535856187344,0.0013596080243587494,0.013107732900728782,0.014555274803812305
L23H6,23,user_block,60,0.04744151793420315,0.06197444535791874,0.014532927423715591,0.04686663824444016,0.061549029250939684
L24H6,24,contrast,60,9.544896602164954e-05,0.0012917450512759387,0.0011962960852542892,0.00033823412591876454,0.0023544001082579295
L24H6,24,prefix_16,60,0.03074819128960371,0.23604421317577362,0.2052960218861699,0.03487050390491883,0.2671924911439419
L24H6,24,recent_32,60,0.008428053464740515,0.03336137905716896,0.024933325592428446,0.008940975164296105,0.03281432795338333
L24H6,24,tool_call_tags,60,0.9305091798305511,0.636536568403244,-0.29397261142730713,0.9245892812808355,0.6030856976906459
L24H6,24,tools_block,60,0.00802689604461193,0.03425282798707485,0.02622593194246292,0.009628630107423911,0.0317673853598535
L24H6,24,user_block,60,0.01610912848263979,0.05336311459541321,0.03725398611277342,0.016629999045593043,0.057572076686968406
