family,step_idx,step_label,nodes,n_samples,rescue_ratio_median,decision_score_median,top1_rate,boundary_flip_rate
query,1,user_query_read,L20H5,1223,0.3048128342245989,-3.051513671875,0.005723630417007359,0.0024529844644317253
query,2,query_to_l21h1,L20H5|L21H1,1223,0.723744292237443,-0.984375,0.20032706459525756,0.19705641864268192
query,3,query_to_l21h12,L20H5|L21H12,1223,0.821917808219178,-0.421875,0.3409648405560098,0.3385118560915781
query,4,query_to_both_l21,L20H5|L21H1|L21H12,1223,0.9417682926829268,0.693359375,0.6950122649223222,0.7424366312346689
query,5,query_to_late_router,L20H5|L21H1|L21H12|L24H6,1223,0.971318493150685,1.2578125,0.8552739165985282,0.9182338511856092
query,6,query_to_late_writer,L20H5|L21H1|L21H12|L24H6|MLP27,1223,0.9910451061320755,1.928955078125,0.9394930498773508,0.9934587080948487
suppress,1,no_tool_read,L16H4,1223,0.19680851063829788,-2.492919921875,0.01062959934587081,0.0008176614881439084
suppress,2,no_tool_writer,L16H4|MLP17,1223,0.6055555555555555,-0.9951171875,0.2542927228127555,0.18070318887980377
suppress,3,no_tool_late_relay,L16H4|MLP17|L23H6,1223,0.7924528301886793,-0.0859375,0.5167620605069502,0.473426001635323
