family,edge,n_samples,source_ratio_median,blocked_ratio_median,mediated_ratio_median
query,L20H5->L21H1,1223,0.3048128342245989,0.2530612244897959,0.053278688524590154
query,L20H5->L21H12,1223,0.3048128342245989,0.20618556701030927,0.09361702127659574
query,L21H1->MLP27,1223,0.5683760683760684,0.27697841726618705,0.2895927601809955
query,L21H12->MLP27,1223,0.7052238805970149,0.36879432624113473,0.32868020304568535
suppress,L16H4->MLP17,1223,0.19680851063829788,0.11607142857142858,0.07777777777777775
suppress,MLP17->L20H5,1223,0.47354497354497355,0.4298780487804878,0.05018939393939392
suppress,MLP17->L21H1,1223,0.47354497354497355,0.41133004926108374,0.05769230769230771
suppress,MLP17->L21H12,1223,0.47354497354497355,0.3993055555555556,0.0658783783783784
suppress,MLP17->L23H6,1223,0.47354497354497355,0.41216216216216217,0.06573705179282863
