family,component,n_samples,rescue_ratio_median,decision_score_median,top1_rate,boundary_flip_rate
query,L20H5,1223,0.3048128342245989,-3.051513671875,0.005723630417007359,0.0024529844644317253
query,L21H1,1223,0.5683760683760684,-1.7431640625,0.05478331970564186,0.035977105478331974
query,L21H12,1223,0.7052238805970149,-1.1884765625,0.1553556827473426,0.13900245298446443
query,L24H6,1223,0.5741626794258373,-1.92138671875,0.004088307440719542,0.0
query,MLP27,1223,0.8073394495412844,-0.525390625,0.28618152085036797,0.27309893704006544
suppress,L16H4,1223,0.19680851063829788,-2.492919921875,0.01062959934587081,0.0008176614881439084
suppress,L23H6,1223,0.28160919540229884,-2.2398681640625,0.017988552739165987,0.0008176614881439084
suppress,MLP17,1223,0.47354497354497355,-1.4853515625,0.15699100572363042,0.08994276369582993
