sample_id,combo,n_nodes,promote_ratio,suppress_ratio,promote_tool_top1,suppress_no_tool_top1,promote_gain_vs_symmetric,suppress_gain_vs_symmetric,promote_top1_gain_vs_symmetric,suppress_top1_gain_vs_symmetric
apps_python_1,symmetric_backbone,8,0.9948741515837104,0.9943716397849462,True,True,0.0,0.0,0.0,0.0
apps_python_1,symmetric_plus_tool_bias,12,0.9978347709276018,0.99609375,True,True,0.0029606193438913575,0.0017221102150537515,0.0,0.0
apps_python_1,symmetric_plus_no_tool_bias,12,0.9965179581447964,0.9963037634408602,True,True,0.0016438065610859809,0.0019321236559139976,0.0,0.0
apps_python_1,symmetric_plus_tool_mode,16,0.9979231476244343,0.9967027889784946,True,True,0.0030489960407239503,0.0023311491935483764,0.0,0.0
apps_python_1,symmetric_plus_no_tool_mode,16,0.9986213235294118,0.9973853326612904,True,True,0.0037471719457013997,0.0030136928763441206,0.0,0.0
apps_python_1,full_signed_circuit,24,0.9999754202311935,0.9985719086021505,True,True,0.005101268647483059,0.004200268817204256,0.0,0.0
codecontests_cpp_1,symmetric_backbone,8,0.9986364976415094,0.9871369949494949,True,True,0.0,0.0,0.0,0.0
codecontests_cpp_1,symmetric_plus_tool_bias,12,0.9997881043632075,0.9952848800505051,True,True,0.0011516067216981174,0.008147885101010166,0.0,0.0
codecontests_cpp_1,symmetric_plus_no_tool_bias,12,0.9997581625884434,0.9963699494949495,True,True,0.0011216649469339979,0.009232954545454586,0.0,0.0
codecontests_cpp_1,symmetric_plus_tool_mode,16,0.9998456846992925,0.9917140151515151,True,True,0.0012091870577830566,0.004577020202020221,0.0,0.0
codecontests_cpp_1,symmetric_plus_no_tool_mode,16,0.9998353202387972,0.9957189078282829,True,True,0.001198822597287763,0.008581912878787956,0.0,0.0
codecontests_cpp_1,full_signed_circuit,24,0.9999568147479363,0.9968631628787878,True,True,0.0013203171064268826,0.009726167929292928,0.0,0.0
codecontests_java_1,symmetric_backbone,8,0.999384236453202,0.9779829545454546,True,True,0.0,0.0,0.0,0.0
codecontests_java_1,symmetric_plus_tool_bias,12,0.9999401675069274,0.9892755681818182,True,True,0.0005559310537254225,0.01129261363636358,0.0,0.0
codecontests_java_1,symmetric_plus_no_tool_bias,12,0.9999633187730911,0.9852272727272727,True,True,0.0005790823198891237,0.0072443181818181435,0.0,0.0
codecontests_java_1,symmetric_plus_tool_mode,16,0.9999530961360837,0.9968039772727273,True,True,0.0005688596828817838,0.018821022727272707,0.0,0.0
codecontests_java_1,symmetric_plus_no_tool_mode,16,0.9999774500654248,0.9894886363636364,True,True,0.0005932136122228648,0.01150568181818179,0.0,0.0
codecontests_java_1,full_signed_circuit,24,0.9999950390143935,0.9989124644886364,True,True,0.0006108025611915036,0.020929509943181768,0.0,0.0
mbpp_python_1,symmetric_backbone,8,0.9866727941176471,0.9972319019784173,True,True,0.0,0.0,0.0,0.0
mbpp_python_1,symmetric_plus_tool_bias,12,0.9974915747549019,0.9992447448291367,True,True,0.010818780637254832,0.002012842850719454,0.0,0.0
mbpp_python_1,symmetric_plus_no_tool_bias,12,0.9957682291666666,0.9988196942446043,True,True,0.009095435049019551,0.0015877922661869937,0.0,0.0
mbpp_python_1,symmetric_plus_tool_mode,16,0.9976447610294118,0.9991217963129496,True,True,0.010971966911764719,0.0018898943345323493,0.0,0.0
mbpp_python_1,symmetric_plus_no_tool_mode,16,0.9988463158700981,0.9994379496402878,True,True,0.012173521752451011,0.0022060476618704916,0.0,0.0
mbpp_python_1,full_signed_circuit,24,0.9990042892156863,0.9977799010791367,True,True,0.012331495098039214,0.000547999100719454,0.0,0.0
codecontests_java_2,symmetric_backbone,8,0.99755859375,0.985475352112676,True,True,0.0,0.0,0.0,0.0
codecontests_java_2,symmetric_plus_tool_bias,12,0.9998858416521991,0.9889964788732394,True,True,0.00232724790219907,0.0035211267605633756,0.0,0.0
codecontests_java_2,symmetric_plus_no_tool_bias,12,0.9990596064814815,0.9895466549295775,True,True,0.0015010127314815103,0.00407130281690149,0.0,0.0
codecontests_java_2,symmetric_plus_tool_mode,16,0.9998722782841435,0.9908120598591549,True,True,0.0023136845341434897,0.005336707746478875,0.0,0.0
codecontests_java_2,symmetric_plus_no_tool_mode,16,0.9990098741319444,0.9926826584507042,True,True,0.0014512803819444198,0.007207306338028241,0.0,0.0
codecontests_java_2,full_signed_circuit,24,0.9997897677951388,0.9979368397887324,True,True,0.0022311740451388395,0.01246148767605637,0.0,0.0
codecontests_cpp_3,symmetric_backbone,8,0.9966700819672131,0.995227931701031,True,True,0.0,0.0,0.0,0.0
codecontests_cpp_3,symmetric_plus_tool_bias,12,0.9979748335040983,0.9929929123711341,True,True,0.0013047515368852514,-0.0022350193298968923,0.0,0.0
codecontests_cpp_3,symmetric_plus_no_tool_bias,12,0.9995937660092213,0.9962145618556701,True,True,0.0029236840420082677,0.0009866301546391787,0.0,0.0
codecontests_cpp_3,symmetric_plus_tool_mode,16,0.9988553406762295,0.995006443298969,True,True,0.0021852587090164244,-0.0002214884020619312,0.0,0.0
codecontests_cpp_3,symmetric_plus_no_tool_mode,16,0.9992235527663934,0.993798324742268,True,True,0.002553470799180335,-0.00142960695876293,0.0,0.0
codecontests_cpp_3,full_signed_circuit,24,0.9998669233478483,0.9951675257731959,True,True,0.0031968413806352514,-6.040592783507215e-05,0.0,0.0
codecontests_java_3,symmetric_backbone,8,0.9992774757179054,0.9705357142857143,True,True,0.0,0.0,0.0,0.0
codecontests_java_3,symmetric_plus_tool_bias,12,0.9999595848289696,0.9840029761904762,True,True,0.0006821091110642552,0.013467261904761885,0.0,0.0
codecontests_java_3,symmetric_plus_no_tool_bias,12,0.9999680390229096,0.9772321428571429,True,True,0.000690563305004277,0.006696428571428603,0.0,0.0
codecontests_java_3,symmetric_plus_tool_mode,16,0.9999758746172931,0.9978980654761904,True,True,0.0006983988993877199,0.027362351190476142,0.0,0.0
codecontests_java_3,symmetric_plus_no_tool_mode,16,0.9999823699126372,0.9819940476190476,True,True,0.0007048941947318532,0.011458333333333348,0.0,0.0
codecontests_java_3,full_signed_circuit,24,0.9999965461524757,0.9970982142857143,True,True,0.0007190704345703125,0.026562500000000044,0.0,0.0
apps_python_4,symmetric_backbone,8,0.9974741541353384,0.9746594551282052,True,True,0.0,0.0,0.0,0.0
apps_python_4,symmetric_plus_tool_bias,12,0.9992033305921053,0.9890324519230769,True,True,0.0017291764567669565,0.014372996794871695,0.0,0.0
apps_python_4,symmetric_plus_no_tool_bias,12,0.9994052514097744,0.9867788461538461,True,True,0.0019310972744360777,0.012119391025640969,0.0,0.0
apps_python_4,symmetric_plus_tool_mode,16,0.9996218573778195,0.9930889423076923,True,True,0.002147703242481147,0.018429487179487114,0.0,0.0
apps_python_4,symmetric_plus_no_tool_mode,16,0.9997264890742481,0.9865785256410257,True,True,0.0022523349389097502,0.011919070512820484,0.0,0.0
apps_python_4,full_signed_circuit,24,0.9999589274700423,0.9973081931089743,True,True,0.0024847733347039824,0.022648737980769162,0.0,0.0
codecontests_cpp_4,symmetric_backbone,8,0.9827782846715328,0.9860235091743119,True,True,0.0,0.0,0.0,0.0
codecontests_cpp_4,symmetric_plus_tool_bias,12,0.9968635948905109,0.9942660550458715,True,True,0.014085310218978075,0.008242545871559592,0.0,0.0
codecontests_cpp_4,symmetric_plus_no_tool_bias,12,0.9907048357664233,0.9861668577981652,True,True,0.007926551094890488,0.00014334862385323444,0.0,0.0
codecontests_cpp_4,symmetric_plus_tool_mode,16,0.9973055428832117,0.9983604501146789,True,True,0.014527258211678884,0.01233694094036697,0.0,0.0
codecontests_cpp_4,symmetric_plus_no_tool_mode,16,0.9936701642335767,0.9862385321100917,True,True,0.010891879562043849,0.00021502293577979614,0.0,0.0
codecontests_cpp_4,full_signed_circuit,24,0.9985030793795621,0.9978228927752294,True,True,0.015724794708029233,0.011799383600917479,0.0,0.0
codecontests_java_4,symmetric_backbone,8,0.9979389675414365,0.9927486187845304,True,True,0.0,0.0,0.0,0.0
codecontests_java_4,symmetric_plus_tool_bias,12,0.9999268252546616,0.9965253798342542,True,True,0.001987857713225072,0.003776761049723798,0.0,0.0
codecontests_java_4,symmetric_plus_no_tool_bias,12,0.9997653012776243,0.994172997237569,True,True,0.0018263337361877907,0.001424378453038666,0.0,0.0
codecontests_java_4,symmetric_plus_tool_mode,16,0.9999755522164192,0.9921443370165746,True,True,0.002036584674982689,-0.0006042817679557944,0.0,0.0
codecontests_java_4,symmetric_plus_no_tool_mode,16,0.9998280224879144,0.9933529005524862,True,True,0.0018890549464778417,0.0006042817679557944,0.0,0.0
codecontests_java_4,full_signed_circuit,24,0.9999973550027247,0.9983598066298343,True,True,0.002058387461288169,0.0056111878453039,0.0,0.0
mbpp_python_4,symmetric_backbone,8,0.9915322580645162,0.9703125,True,True,0.0,0.0,0.0,0.0
mbpp_python_4,symmetric_plus_tool_bias,12,0.9986832157258064,0.971875,True,True,0.007150957661290258,0.0015625000000000222,0.0,0.0
mbpp_python_4,symmetric_plus_no_tool_bias,12,0.9970262096774194,0.9811298076923077,True,True,0.005493951612903225,0.01081730769230771,0.0,0.0
mbpp_python_4,symmetric_plus_tool_mode,16,0.995539314516129,0.9920072115384615,True,True,0.0040070564516128115,0.021694711538461475,0.0,0.0
mbpp_python_4,symmetric_plus_no_tool_mode,16,0.9984627016129032,0.9866586538461538,True,True,0.006930443548387011,0.016346153846153788,0.0,0.0
mbpp_python_4,full_signed_circuit,24,0.9994424143145161,0.9970703125,True,True,0.007910156249999911,0.026757812499999978,0.0,0.0
apps_python_5,symmetric_backbone,8,0.9798062865497076,0.997265625,False,True,0.0,0.0,0.0,0.0
apps_python_5,symmetric_plus_tool_bias,12,0.9972359283625731,0.9981696428571428,True,True,0.01742964181286555,0.0009040178571427804,1.0,0.0
apps_python_5,symmetric_plus_no_tool_bias,12,0.9661915204678363,0.9962946428571429,False,True,-0.013614766081871288,-0.0009709821428571797,0.0,0.0
apps_python_5,symmetric_plus_tool_mode,16,0.9952256944444444,0.9993917410714286,True,True,0.015419407894736836,0.002126116071428541,1.0,0.0
apps_python_5,symmetric_plus_no_tool_mode,16,0.988578216374269,0.9973214285714286,True,True,0.00877192982456143,5.5803571428536536e-05,1.0,0.0
apps_python_5,full_signed_circuit,24,1.0001599049707601,0.9992857142857143,True,True,0.020353618421052544,0.0020200892857142883,1.0,0.0
codecontests_cpp_5,symmetric_backbone,8,0.9923458614864865,0.9939310622317596,True,True,0.0,0.0,0.0,0.0
codecontests_cpp_5,symmetric_plus_tool_bias,12,0.9990102407094594,0.9962278701716738,True,True,0.006664379222972916,0.0022968079399141583,0.0,0.0
codecontests_cpp_5,symmetric_plus_no_tool_bias,12,0.9966612119932432,0.9961608100858369,True,True,0.004315350506756688,0.0022297478540772575,0.0,0.0
codecontests_cpp_5,symmetric_plus_tool_mode,16,0.9993698532516891,0.9945681330472103,True,True,0.007023991765202631,0.0006370708154506133,0.0,0.0
codecontests_cpp_5,symmetric_plus_no_tool_mode,16,0.9981260557432432,0.9964122854077253,True,True,0.005780194256756688,0.0024812231759656633,0.0,0.0
codecontests_cpp_5,full_signed_circuit,24,0.9994061444256757,0.9954399141630901,True,True,0.007060282939189144,0.001508851931330435,0.0,0.0
codecontests_java_5,symmetric_backbone,8,0.9995994567871094,0.9498456790123457,True,True,0.0,0.0,0.0,0.0
codecontests_java_5,symmetric_plus_tool_bias,12,0.998199462890625,0.9555041152263375,True,True,-0.001399993896484375,0.005658436213991758,0.0,0.0
codecontests_java_5,symmetric_plus_no_tool_bias,12,0.9993629455566406,0.963477366255144,True,True,-0.00023651123046875,0.013631687242798285,0.0,0.0
codecontests_java_5,symmetric_plus_tool_mode,16,0.9985885620117188,0.9861754115226338,True,True,-0.001010894775390625,0.03632973251028804,0.0,0.0
codecontests_java_5,symmetric_plus_no_tool_mode,16,0.9992599487304688,0.9639917695473251,True,True,-0.000339508056640625,0.014146090534979394,0.0,0.0
