split,span_group,L2H14_mlp11_drop_median,L2H14_mlp11_drop_ci_lo,L2H14_mlp11_drop_ci_hi,L2H14_module_drop_median,L2H14_route_margin_drop_median,L11H5_mlp11_drop_median,L11H5_mlp11_drop_ci_lo,L11H5_mlp11_drop_ci_hi,L11H5_module_drop_median,L11H5_route_margin_drop_median
train,system_preamble,-0.11067745017852099,-0.12377629517993594,-0.09716142455076023,0.028074945079084923,0.648681640625,-0.017014054919648247,-0.02664154485083592,-0.00914291879022175,-0.04132452447086177,0.4212646484375
train,tool_schema,-0.1625615060636485,-0.17250711616284597,-0.15316837495137858,-0.01624561394019275,1.01953125,0.05691472483130522,0.04712193595456515,0.06172349415038781,0.07036086387534812,0.21527099609375
train,user_lead_phrase,0.04158973357652118,0.03657493975329076,0.04951510504436046,0.022672254418629634,0.04696369171142578,0.04868727249389104,0.04104486785380876,0.05474977810346138,0.02768899691868465,0.09532928466796875
train,function_body_anchor,0.013887273408100365,0.003535738885977874,0.019725241772871993,0.014408138587934882,0.03142738342285156,0.04519110096201384,0.03930280629551779,0.050537346659129796,0.01892833991646725,0.09490203857421875
train,file_target,0.012895850360226335,0.004735234143547373,0.01935739602520274,-0.008575343067790536,-0.0937269926071167,0.052192493463557144,0.047361075841639295,0.05895761224808349,0.03458961367260449,-0.015604853630065918
train,instruction_suffix,0.04587651093953493,0.03974489603987336,0.051198136297628594,0.028692037973283707,0.0969390869140625,0.04473757896715447,0.035103911945325805,0.052075962648615415,0.01577938346108443,0.32293701171875
train,task_body,0.018838705724081417,0.008865521092262818,0.02997322045894424,0.02305202805636375,0.37517642974853516,-0.05889936228333936,-0.06917575558636002,-0.052278941847077265,-0.1145884826011514,-0.02978515625
