source,target,forward_support,reverse_support,shared_support_min,union_support_max,support_delta_reverse_minus_forward,direction_balance
L2H14,MLP11,0.14111984135155323,0.027549419499344252,0.027549419499344252,0.14111984135155323,-0.11357042185220897,-0.6733320658386266
L16H9,L17H8,0.0272157918113122,0.08037164166948728,0.0272157918113122,0.08037164166948728,0.05315584985817508,0.4940711767017056
L12H6,MLP17,0.05695074788955537,0.027211932538379613,0.027211932538379613,0.05695074788955537,-0.029738815351175757,-0.35334919467827397
L2H14,L4H15,0.026931474313807723,0.031882878800175964,0.026931474313807723,0.031882878800175964,0.00495140448636824,0.08418700919437633
MLP9,L13H6,0.026875373998971365,0.02922605151617719,0.026875373998971365,0.02922605151617719,0.0023506775172058257,0.041900495319340744
Input Embed,MLP7,0.026783988245704236,0.0699498049648581,0.026783988245704236,0.0699498049648581,0.043165816719153864,0.446233061751171
L2H15,MLP11,0.026740766100390168,0.04987183445331939,0.026740766100390168,0.04987183445331939,0.023131068352929225,0.30192250603362697
Input Embed,MLP10,0.026570214329882564,0.07274278263401454,0.026570214329882564,0.07274278263401454,0.04617256830413198,0.464919695464602
MLP17,L24H6,0.026531131090658713,0.6339886440116205,0.026531131090658713,0.6339886440116205,0.6074575129209617,0.919665899218383
L16H4,L17H2,0.02644318121942445,0.08481188918048008,0.02644318121942445,0.08481188918048008,0.05836870796105563,0.5246386322102019
MLP4,L12H6,0.02669143923381125,0.02611657870742851,0.02611657870742851,0.02669143923381125,-0.0005748605263827394,-0.010885856898139881
MLP12,L21H12,0.026108773461515414,0.033943784236076566,0.026108773461515414,0.033943784236076566,0.007835010774561151,0.1304692268731682
MLP18,L20H5,0.025538164161145977,0.02593756168006945,0.025538164161145977,0.02593756168006945,0.0003993975189234729,0.007758948754903898
MLP12,L17H2,0.025284064166753963,0.056641759995411656,0.025284064166753963,0.056641759995411656,0.03135769582865769,0.38275716050884806
L2H14,MLP5,0.05703126766043581,0.02502484528062805,0.02502484528062805,0.05703126766043581,-0.03200642237980776,-0.39005530767459234
L15H5,MLP17,0.024891487179611115,0.02922605151617719,0.024891487179611115,0.02922605151617719,0.004334564336566076,0.08009537094678353
L11H8,MLP12,0.024716175951311876,0.027005581865762036,0.024716175951311876,0.027005581865762036,0.0022894059144501593,0.044263884505765995
MLP9,L16H8,0.02462462716765318,0.048794556235880596,0.02462462716765318,0.048794556235880596,0.024169929068227416,0.3292045477458155
L11H1,L13H3,0.02438232119606625,0.08737371651190473,0.02438232119606625,0.08737371651190473,0.06299139531583849,0.5636509365197871
MLP12,L13H3,0.024196044144057294,0.0735283520464953,0.024196044144057294,0.0735283520464953,0.049332307902438005,0.5048105675295762
MLP12,L20H5,0.02418530910355033,0.0333211455987413,0.02418530910355033,0.0333211455987413,0.009135836495190973,0.15886627931571845
MLP15,MLP16,0.02411335588420743,0.02837232260490918,0.02411335588420743,0.02837232260490918,0.004258966720701751,0.08114531131735084
MLP11,L16H13,0.024075813470383903,0.049646847232119776,0.024075813470383903,0.049646847232119776,0.025571033761735872,0.34685446127512676
L9H3,MLP16,0.023618962059444727,0.03551764047410354,0.023618962059444727,0.03551764047410354,0.01189867841465881,0.2012066622851503
L12H6,L13H3,0.023610779221986598,0.060135786485665005,0.023610779221986598,0.060135786485665005,0.03652500726367841,0.43613737417224335
MLP18,L20H14,0.0227227073061678,0.03637019744235384,0.0227227073061678,0.03637019744235384,0.01364749013618604,0.23094972559336688
L16H8,MLP19,0.02234457616623354,0.0352170495956939,0.02234457616623354,0.0352170495956939,0.012872473429460358,0.22362942774932018
MLP6,L12H6,0.022298133588351355,0.04043673091360006,0.022298133588351355,0.04043673091360006,0.018138597325248706,0.2891310512782648
MLP16,L20H14,0.021939416138289182,0.04901230178335865,0.021939416138289182,0.04901230178335865,0.027072885645069468,0.38156772574507813
